pkg_mass_kg,sA_att,sZ_alt,hover_cm,tracking_rms_cm,overshoot_cm,tail_rms_deg,z_peak_cm,att_peak_deg,reserved
1e-06,0.75000025,0.56000044,1.99139783773434,28.6133508882899,33.5206133684437,6.10826490344266,12.8263139801266,19.2714224551706,0
0.25,0.8125,0.67,1.76451986858304,20.6917489039012,19.7630994478931,4.85206154709453,4.06260834649397,21.4988907701324,0
0.5,0.875,0.78,0.0571660684387731,4.20844171264647,7.94945954760862,4.120819506186,1.97669343744979,13.5711434981446,0
1,1,1,0.082895850114991,4.07745492772535,7.73092691855966,4.42485492234029,0.216897211013523,13.2194799854384,0
1.5,1.125,1.22,0.154256976848598,4.05396937551064,7.7601361559831,4.63530766034697,1.03603532571823,13.3685446490005,0
2,1.25,1.44,0.0701924704653368,3.95930417977089,7.63530062805942,4.76842802852612,1.86322488494255,13.5334615046721,0
