t,cmd_pitch,cmd_roll
4.771,-0.172023443783615,-0.00452809681927311
4.772,-0.171848214365761,-0.00451532739297996
4.773,-0.171672984947906,-0.00450255796668681
4.774,-0.171497755530051,-0.00448978854039365
4.775,-0.171303062704631,-0.00448370784591662
4.776,-0.171100946324988,-0.00448017830612066
4.777,-0.170895275404383,-0.00447788478127537
4.778,-0.170670614611013,-0.00448219457508482
4.779,-0.170445953817644,-0.00448650436889428
4.78,-0.170208464047658,-0.00449495058789705
4.781,-0.169962112134914,-0.00450625421257334
4.782,-0.169715236512612,-0.00451769749281965
4.783,-0.169448110615841,-0.00453454083419339
4.784,-0.16918098471907,-0.0045513841755671
4.785,-0.168904725050471,-0.00456987137152216
4.786,-0.168617699028825,-0.00459029624657782
4.787,-0.16833067300718,-0.00461072112163345
4.788,-0.168026524738511,-0.00463228929221145
4.789,-0.167720319528379,-0.00465399480994738
4.79,-0.167408006032155,-0.00467532110442342
4.791,-0.167083093710186,-0.00469586522077301
4.792,-0.166758181388217,-0.00471640933712258
4.793,-0.166419163813953,-0.00473427365746692
4.794,-0.166075699099184,-0.00475129308478054
4.795,-0.16572859668108,-0.00476722677326589
4.796,-0.165366387067352,-0.00477865144400993
4.797,-0.165004177453625,-0.00479007611475395
4.798,-0.16462837129505,-0.00479636963807012
4.799,-0.164244505421349,-0.00479962153669403
4.8,-0.163860639547649,-0.00480287343531794
4.801,-0.163465689689445,-0.00480164060786783
4.802,-0.163056701719189,-0.00479472777543984
4.803,-0.162647713748934,-0.00478781494301185
4.804,-0.162231954346945,-0.00477831169056655
4.805,-0.161796367390115,-0.004761223381227
4.806,-0.161360780433286,-0.00474413507188743
4.807,-0.160923510020707,-0.00472649537950441
4.808,-0.16046314632379,-0.00470129193297628
4.809,-0.160002782626873,-0.00467608848644813
4.81,-0.159529338483946,-0.00464764042377807
4.811,-0.159046607584224,-0.00461688877291344
4.812,-0.158561592883117,-0.00458576222306071
4.813,-0.158056397874598,-0.00455132296095384
4.814,-0.157551202866079,-0.00451688369884693
4.815,-0.157032327162172,-0.0044814667400831
4.816,-0.15650501386656,-0.00444544678527477
4.817,-0.155974817388388,-0.00440950564724106
4.818,-0.155426207746171,-0.0043740678648471
4.819,-0.154877598103955,-0.00433863008245317
4.82,-0.154315925911913,-0.00430489202021533
4.821,-0.153747289167496,-0.00427206019682131
4.822,-0.153175541448253,-0.00423995723642039
4.823,-0.152588507819624,-0.0042114355758674
4.824,-0.152001474190995,-0.00418291391531445
4.825,-0.151403096396505,-0.00415819776804687
4.826,-0.150799525192879,-0.00413522380153598
4.827,-0.150192990844085,-0.00411351160980645
4.828,-0.149574810113734,-0.00409675871291607
4.829,-0.148956629383383,-0.0040800058160257
4.83,-0.148329249723891,-0.00406778152340223
4.831,-0.147698287067092,-0.00405732112923247
4.832,-0.147064671989546,-0.00404822937984761
4.833,-0.146422496026396,-0.00404355503348887
4.834,-0.145780320063247,-0.00403888068713013
4.835,-0.145130584962077,-0.00403780774851992
4.836,-0.144478375659164,-0.00403791359634077
4.837,-0.143823645124395,-0.00403893681295711
4.838,-0.143162106967879,-0.00404243703292692
4.839,-0.142500568811362,-0.00404593725289674
4.84,-0.141831840627512,-0.00405083220418154
4.841,-0.141161167886308,-0.00405610436335536
4.842,-0.140487629209175,-0.00406139522485475
4.843,-0.139807528462606,-0.00406672890865089
4.844,-0.139127427716036,-0.00407206259244704
4.845,-0.138439011652296,-0.00407608424398519
4.846,-0.13774878066318,-0.00407981952753652
4.847,-0.137054796644655,-0.00408251112949716
4.848,-0.136353452173964,-0.00408315586009453
4.849,-0.135652107703274,-0.00408380059069191
4.85,-0.134940324681354,-0.00408074951746416
4.851,-0.134226765097333,-0.00407706944650813
4.852,-0.133507733018006,-0.00407121128645897
4.853,-0.132779439454774,-0.00406166699495464
4.854,-0.13205114589154,-0.00405212270345031
4.855,-0.131316765800596,-0.00404006285608868
4.856,-0.130571331150691,-0.00402343417048905
4.857,-0.129825896500785,-0.0040068054848894
4.858,-0.129074492407267,-0.00398773177748129
4.859,-0.128311435689616,-0.00396388527683081
4.86,-0.127548378971964,-0.00394003877618032
4.861,-0.126779762449417,-0.00391401341096387
4.862,-0.125999461335372,-0.00388340890261803
4.863,-0.125219160221327,-0.00385280439427218
4.864,-0.124434422649916,-0.00382057935937482
4.865,-0.123639626925072,-0.00378468033341803
4.866,-0.122844831200229,-0.00374878130746127
4.867,-0.122039187611614,-0.00370932519468482
4.868,-0.121232923495087,-0.00366966560667104
4.869,-0.12042080533247,-0.00362834332322688
4.87,-0.119604546401494,-0.00358584495805712
4.871,-0.118786397621429,-0.00354292580483902
4.872,-0.117961758889038,-0.00349856161858076
4.873,-0.117137120156645,-0.00345419743232245
4.874,-0.116306656745737,-0.00340904917511319
4.875,-0.115475286929238,-0.00336377890493934
4.876,-0.11464131111702,-0.0033184998492724
4.877,-0.113804782509873,-0.00327321218746619
4.878,-0.112967671759368,-0.00322805651883143
4.879,-0.112127127603924,-0.003183679328558
4.88,-0.111286583448481,-0.00313930213828461
4.881,-0.110445205375993,-0.00309547212484892
4.882,-0.109601482968453,-0.00305318035295521
4.883,-0.108757760560912,-0.00301088858106147
4.884,-0.107914038153371,-0.00296859680916773
4.885,-0.107068639709095,-0.00292836515425254
4.886,-0.10622244513672,-0.00288911206799001
4.887,-0.105376250564346,-0.00284985898172748
4.888,-0.104529857992624,-0.00281087145861713
4.889,-0.10368154677803,-0.00277445728160993
4.89,-0.102833235563437,-0.00273804310460276
4.891,-0.101983420189459,-0.00270309358871421
4.892,-0.101132748105479,-0.00266897828617129
4.893,-0.100281493391159,-0.00263524971399533
4.894,-0.0994275969725563,-0.00260327461601079
4.895,-0.0985737005539539,-0.00257129951802626
4.896,-0.0977166310210961,-0.002540695283685
4.897,-0.0968583535105038,-0.00251061292552699
4.898,-0.0959985533579851,-0.0024809535073587
4.899,-0.0951345912004317,-0.00245245015768872
4.9,-0.0942706290428782,-0.00242394680801874
4.901,-0.0934010032658279,-0.00239643024089748
4.902,-0.0925300612949992,-0.00236914299657071
4.903,-0.0916562371458138,-0.00234214556713476
4.904,-0.0907771764861673,-0.00231567469036835
4.905,-0.08989811582652,-0.00228920381360192
4.906,-0.08900980803862,-0.00226306711917881
4.907,-0.0881204565815566,-0.00223696814195791
4.908,-0.0872311051244931,-0.00221086916473701
4.909,-0.0863327625399585,-0.00218458442158391
4.91,-0.0854311202147344,-0.00215823150239757
4.911,-0.0845294778895102,-0.00213187858321124
4.912,-0.0836219721429181,-0.00210503528970049
4.913,-0.0827079992347691,-0.00207765112938521
4.914,-0.0817940263266209,-0.00205026696906996
4.915,-0.0808775701808283,-0.00202249395527484
4.916,-0.0799522845343022,-0.00199333831823604
4.917,-0.0790269988877769,-0.00196418268119726
4.918,-0.0781017132412508,-0.00193502704415846
4.919,-0.0771679150944971,-0.00190384133869028
4.92,-0.0762337944490975,-0.00187257872346547
4.921,-0.0752971564988007,-0.00184043642339425
4.922,-0.0743566783413621,-0.00180695214363876
4.923,-0.0734162001839228,-0.00177346786388323
4.924,-0.0724716237930796,-0.00173797279239247
4.925,-0.0715261985728321,-0.00170206124409717
4.926,-0.0705798237859034,-0.00166549468972055
4.927,-0.0696307586700469,-0.00162707236065779
4.928,-0.0686816935541912,-0.00158865003159507
4.929,-0.067730861149431,-0.00154852175111186
4.93,-0.0667792470741378,-0.00150763892961694
4.931,-0.0658273944334926,-0.0014664412073986
4.932,-0.0648738839322636,-0.00142305514771017
4.933,-0.0639203734310354,-0.00137966908802177
4.934,-0.0629668629298064,-0.00133628302833334
4.935,-0.062011640203853,-0.00129069774449093
4.936,-0.0610562618586034,-0.00124491257934078
4.937,-0.0601008835133529,-0.0011991274141906
4.938,-0.0591454205306526,-0.00115329747597527
4.939,-0.0581872926042911,-0.00110605778716788
4.94,-0.0572291646779297,-0.0010588180983605
4.941,-0.0562710367515691,-0.00101157840955316
4.942,-0.0553122250286217,-0.000964369313181735
4.943,-0.0543493773192655,-0.000917340783163393
4.944,-0.0533865296099101,-0.000870312253145092
4.945,-0.0524236819005538,-0.00082328372312675
4.946,-0.0514592109372158,-0.000776688976327884
4.947,-0.0504900952497499,-0.000731335442183779
4.948,-0.0495209795622841,-0.000685981908039674
4.949,-0.048549442479852,-0.000641553313861255
4.95,-0.0475730294694449,-0.000598987257894887
4.951,-0.0465966164590378,-0.000556421201928519
4.952,-0.0456167375933805,-0.000515418725814079
4.953,-0.0446317598007247,-0.000476716570671446
4.954,-0.0436467820080697,-0.000438014415528848
4.955,-0.0426573200442892,-0.000401566417858026
4.956,-0.0416629514646163,-0.000367584937313234
4.957,-0.0406685828849443,-0.000333603456768472
4.958,-0.0396682497015235,-0.000302919434463809
4.959,-0.0386630433125339,-0.000274929504262812
4.96,-0.0376578369235452,-0.000246939574061839
4.961,-0.0366526305345555,-0.000218949643860842
4.962,-0.0356387098421511,-0.000196048480971493
4.963,-0.0346221564131947,-0.000174684719646172
4.964,-0.0336056029842383,-0.000153320958320851
4.965,-0.0325890495552828,-0.00013195719699555
4.966,-0.0315640358488318,-0.000115514190448706
4.967,-0.0305388986147765,-9.91430313146849e-05
4.968,-0.0295122557814954,-8.35662409896701e-05
4.969,-0.0284813641009129,-7.02311838629369e-05
4.97,-0.0274504724203313,-5.68961267362156e-05
4.971,-0.0264172291367318,-4.448112170092e-05
4.972,-0.0253819637868804,-3.28572392618998e-05
4.973,-0.0243466984370299,-2.123335682289e-05
4.974,-0.0233088001413278,-9.78635763529612e-06
4.975,-0.0222702990399821,1.62014462290626e-06
4.976,-0.0212315735442024,1.31431210350453e-05
4.977,-0.020190571846872,2.58475824057412e-05
4.978,-0.0191495701495424,3.85520437764258e-05
4.979,-0.0181075365730345,5.25652771992309e-05
4.98,-0.0170637137467456,6.8847884942589e-05
4.981,-0.0160198909204577,8.51304926859327e-05
4.982,-0.0149760680941688,0.000101413100429291
4.983,-0.013930654233495,0.000119845627743524
4.984,-0.0128828842389319,0.000141461931857004
4.985,-0.0118351142443679,0.000163078235970504
4.986,-0.0107867666076833,0.000185288366628571
4.987,-0.00973345232213576,0.000212604302111567
4.988,-0.00868013803658827,0.000239920237594562
4.989,-0.00762682375104171,0.000267236173077534
4.99,-0.00656722029452318,0.000299026327250989
4.991,-0.00550609619919805,0.000331898288645345
4.992,-0.00444497210387385,0.000364770250039672
4.993,-0.00337929686093585,0.000399796907943531
4.994,-0.00230918542807879,0.000436923836756859
4.995,-0.00123907399522078,0.000474050765570219
4.996,-0.000160625452206855,0.000513502176025547
4.997,0.000918929821388007,0.000553262155621958
4.998,0.00200094237209764,0.000593359365907472
4.999,0.00308997704013474,0.000634420274366045
5,0.00417901170817281,0.000675481182824655
5.001,0.00527824797031517,0.000716348439823536
5.002,0.00637748423245656,0.000757215696822381
5.003,0.00747723645291173,0.000797991963567203
5.004,0.00858728096686871,0.000836953164293409
5.005,0.0096973254808247,0.000875914365019581
5.006,0.0108082453193721,0.000914528934387232
5.007,0.0119274579466793,0.000949859532681844
5.008,0.0130466705739875,0.000985190130976487
5.009,0.0141668474816142,0.0010198126408161
5.01,0.0152927933302196,0.00105019891309381
5.011,0.0164187391788259,0.00108058518537154
5.012,0.0175454281043436,0.00110988957146448
5.013,0.0186752654312793,0.00113461002829268
5.014,0.0198051027582161,0.00115933048512091
5.015,0.0209352022831303,0.00118269263494726
5.016,0.0220661381103554,0.00120172235135968
5.017,0.0231970739375806,0.0012207520677721
5.018,0.0243276490819261,0.00123834472460566
5.019,0.0254573256499955,0.00125235720693303
5.02,0.0265870022180648,0.00126636968926039
5.021,0.0277156945410381,0.00127912956605835
5.022,0.0288424256970541,0.00128939355175329
5.023,0.0299691568530691,0.00129965753744822
5.024,0.031094396209554,0.001309129420643
5.025,0.0322172211040106,0.00131731929417806
5.026,0.0333400459984662,0.00132550916771311
5.027,0.034461179439019,0.00133359963672517
5.028,0.0355800673961793,0.00134155814162932
5.029,0.0366989553533386,0.00134951664653345
5.03,0.037816586849869,0.00135820944905325
5.031,0.0389328427837532,0.00136770615449411
5.032,0.0400490987176384,0.00137720285993499
5.033,0.0411657880765737,0.00138829036021098
5.034,0.0422828694060845,0.00140081650545816
5.035,0.0433999507355963,0.00141334265070536
5.036,0.0445207697293401,0.00142821312044126
5.037,0.0456443757488007,0.0014448316585524
5.038,0.0467679817682623,0.00146145019666356
5.039,0.0478985731194443,0.00148065493217062
5.04,0.0490334351502748,0.00150144081242845
5.041,0.0501718571160439,0.00152321820493114
5.042,0.0513202841915049,0.00154778221824099
5.043,0.052468711266967,0.00157234623155086
5.044,0.0536288244948474,0.00160010520182078
5.045,0.0547901746970403,0.00162820235693979
5.046,0.0559561932471938,0.00165796521702517
5.047,0.0571260915052068,0.00168911238880005
5.048,0.0582963845344599,0.00172070932793053
5.049,0.0594683828911836,0.00175424916601404
5.05,0.0606403812479063,0.00178778900409751
5.051,0.0618091719663309,0.00182259039100903
5.052,0.0629771260792185,0.001857667264106
5.053,0.0641370502456219,0.00189349754735414
5.054,0.0652944344190751,0.00192939014781849
5.055,0.0664424749853443,0.00196551198812713
5.056,0.0675843617878758,0.00200156473029479
5.057,0.0687172339598402,0.00203751625079702
5.058,0.0698373415166762,0.00207301153090269
5.059,0.0709488558048806,0.00210819966533661
5.06,0.0720539233209809,0.00214305823668575
5.061,0.0731374145438729,0.00217681381422142
5.062,0.0742209057667659,0.00221056939175712
5.063,0.0752712859380931,0.00224221830815571
5.064,0.076316385361637,0.00227353124168437
5.065,0.0773614847851808,0.00230484417521304
5.066,0.0783821321652463,0.00233444858039673
5.067,0.0793857579835559,0.00236286364446205
5.068,0.0803799490395084,0.00239057167089139
5.069,0.0813469221886628,0.00241623999735267
5.07,0.082313895337818,0.00244190832381397
5.071,0.0832507286030547,0.00246521440294249
5.072,0.0841809071782709,0.00248798108877788
5.073,0.0850876735439056,0.00250881391206658
5.074,0.08598437083925,0.00252876175522152
5.075,0.0868646508594852,0.00254726666850267
5.076,0.0877298555812117,0.00256433332509814
5.077,0.0885853252638819,0.00258047121169288
5.078,0.0894218526360171,0.00259459810118188
5.079,0.09025337514893,0.00260817417047547
5.08,0.0910659515448844,0.00261944681234217
5.081,0.0918734465354321,0.00262998966826063
5.082,0.092668501099854,0.00263874584363512
5.083,0.093455211241055,0.00264600393870398
5.084,0.0942341402285809,0.00265186507765426
5.085,0.0950083449453153,0.00265663083592626
5.086,0.0957730642123418,0.00265919727523555
5.087,0.0965360792946829,0.00266120864002925
5.088,0.0972892424151556,0.00266001109618111
5.089,0.0980424055356283,0.00265881355233298
5.09,0.0987904492428054,0.00265522644233494
5.091,0.0995330266248267,0.00264908783965494
5.092,0.100275604006848,0.00264294923697494
5.093,0.101018181388869,0.00263681063429494
5.094,0.101753787249385,0.00262681185235422
5.095,0.10248771322895,0.00261588290881166
5.096,0.103220765540552,0.00260454359631728
5.097,0.103947047048521,0.00259002398225869
5.098,0.104673328556489,0.00257550436820012
5.099,0.10539617833988,0.00255989379509702
5.1,0.106114342216862,0.0025427935535015
5.101,0.106828226912273,0.00252493841893629
5.102,0.107537489327602,0.00250626786518809
5.103,0.108240765343012,0.00248708701730178
5.104,0.108938915212223,0.00246746920523119
5.105,0.109628956773351,0.00244770550897129
5.106,0.110313517713962,0.00242784320571809
5.107,0.110987475818302,0.00240831146663491
5.108,0.111655840897697,0.00238895410104966
5.109,0.112310798992577,0.00237049571790758
5.11,0.112960350994956,0.00235239983106273
5.111,0.113593459886179,0.00233583160363172
5.112,0.114221674385725,0.00231971809328244
5.113,0.11483026467473,0.00230578005018564
5.114,0.115434795560963,0.00229229201743576
5.115,0.116013409248618,0.00228199425670231
5.116,0.116588707259436,0.00227210463850006
5.117,0.117145491232136,0.00226458723387656
5.118,0.117680387491881,0.00225987431358815
5.119,0.118215283751625,0.00225516139329975
5.12,0.118735617033778,0.00225226326804042
5.121,0.119222093374814,0.00225358429425949
5.122,0.11970856971585,0.00225490532047856
5.123,0.120188956204148,0.00225692274074642
5.124,0.120632929376537,0.00226310413961688
5.125,0.121076902548926,0.00226928553848734
5.126,0.121487579516405,0.00227869768212526
5.127,0.121896383552133,0.00228829155711859
5.128,0.122279213289238,0.00229989501085695
5.129,0.122653394624169,0.00231216757391132
5.13,0.123008999684794,0.00232542458297118
5.131,0.123349630163134,0.00233947516707586
5.132,0.123678832133249,0.00235379716016501
5.133,0.123987462546918,0.00236860769516483
5.134,0.124291268278607,0.00238336675140597
5.135,0.124569858060053,0.00239785675658362
5.136,0.124848447841499,0.00241234676176129
5.137,0.125100269742777,0.00242548222556729
5.138,0.125351094037193,0.00243856720723732
5.139,0.125582510876198,0.00244978429962366
5.14,0.125808049746816,0.00246043566126742
5.141,0.126020616252284,0.00246917577463168
5.142,0.126223436458819,0.00247647994344351
5.143,0.126417921084238,0.00248204300818175
5.144,0.126598481340552,0.00248469760433922
5.145,0.126779041596865,0.00248735220049668
5.146,0.126945721075236,0.00248624826722371
5.147,0.127104885985673,0.00248310959750783
5.148,0.12726405089611,0.00247997092779195
5.149,0.127406329389648,0.00247123924930213
5.15,0.127547200856973,0.0024620415447751
5.151,0.127684939698332,0.00245169752420584
5.152,0.127809941407302,0.00243669262827215
5.153,0.127934943116272,0.00242168773233846
5.154,0.128053981180173,0.0024045317039522
5.155,0.12816634017644,0.00238496648471428
5.156,0.128274368512177,0.00236405386142413
5.157,0.128376407836974,0.00234127786935895
5.158,0.128474650634314,0.00231760586017042
5.159,0.128566361966882,0.0022923923622553
5.16,0.1286546638343,0.00226668173287858
5.161,0.128735570017335,0.00223989274451442
5.162,0.128813384377375,0.00221292605131671
5.163,0.128882556247481,0.00218546262456167
5.164,0.128948963272494,0.00215804535914238
5.165,0.129005058293231,0.00213080026101466
5.166,0.129058799202609,0.00210372435378824
5.167,0.129100123365716,0.0020775408429578
5.168,0.129139651820673,0.00205155295727431
5.169,0.129164243748704,0.00202719226266606
5.17,0.129187793461873,0.00200296858783987
5.171,0.129193526946536,0.00198108720905715
5.172,0.129199184012186,0.0019592168508325
5.173,0.129181111226459,0.00194076862793849
5.174,0.129163038440732,0.00192232040504449
5.175,0.129131545648422,0.0019058646775608
5.176,0.129084271971973,0.00189175196973372
5.177,0.129036998295525,0.00187763926190664
5.178,0.128956206429034,0.00186845023019084
5.179,0.12887233846335,0.00185971306404693
5.18,0.128788470497667,0.00185097589790302
5.181,0.128674728220602,0.00184644193497874
5.182,0.128547137485519,0.0018438563979976
5.183,0.128419546750436,0.00184127086101647
5.184,0.128271552332206,0.00184133704996308
5.185,0.128098679740091,0.00184463648352786
5.186,0.127925807147976,0.00184793591709263
5.187,0.127743167442914,0.00185235332018989
5.188,0.127525474951123,0.0018607829577933
5.189,0.127307782459332,0.00186921259539671
5.19,0.127090089967542,0.00187764223300012
5.191,0.126835693688573,0.0018895625849051
5.192,0.126580747747486,0.00190153521243516
5.193,0.126308018005009,0.00191468986515469
5.194,0.126023938754886,0.00192859887874619
5.195,0.125733665670148,0.00194269524810471
5.196,0.125423298095164,0.00195739945071453
5.197,0.125112930520179,0.00197210365332437
5.198,0.124782721207731,0.00198636634952421
5.199,0.124449303146621,0.00200055764657841
5.2,0.124106356022791,0.00201381053783296
5.201,0.123753329944665,0.00202607087090578
5.202,0.123398506868211,0.00203795508324674
5.203,0.123029315067523,0.00204683184978739
5.204,0.122660123266836,0.00205570861632803
5.205,0.122281412955266,0.00206106346558757
5.206,0.121899294439968,0.00206515725502899
5.207,0.121512986201662,0.00206650930204562
5.208,0.121119278733151,0.00206301931456075
5.209,0.120725571264639,0.00205952932707588
5.21,0.120331863796128,0.00205603933959101
5.211,0.11992960736822,0.00204431739526275
5.212,0.119527044026516,0.00203229991775798
5.213,0.119120590405529,0.00201488052929268
5.214,0.118712609737372,0.00199534073448746
5.215,0.118302399652641,0.00197217491080746
5.216,0.117889684534317,0.00194493478165829
5.217,0.117475925832552,0.00191601358755685
5.218,0.117058544920339,0.00188125752601936
5.219,0.116641164008125,0.00184650146448184
5.22,0.116218742243602,0.00180495230852467
5.221,0.115796198857989,0.00176323925497646
5.222,0.11536917149153,0.00171712921601407
5.223,0.114940479060592,0.00166938641712538
5.224,0.114508157336014,0.00161934906536578
5.225,0.114071935097652,0.00156684568688309
5.226,0.113633554095774,0.00151359163703245
5.227,0.113188136422254,0.00145789071058521
5.228,0.112742718748734,0.00140218978413802
5.229,0.11228506007147,0.00134517124981817
5.23,0.11182724693626,0.00128813608981873
5.231,0.111365231454971,0.00123139247862557
5.232,0.110891333790067,0.00117547322515621
5.233,0.110417436125163,0.00111955397168685
5.234,0.109931866176625,0.00106627998414655
5.235,0.10943615089451,0.00101530521294562
5.236,0.108940435612395,0.000964330441744738
5.237,0.10844472033028,0.000913355670543812
5.238,0.107918708264347,0.000872652316956637
5.239,0.107392109508914,0.00083214786675462
5.24,0.106865510753482,0.000791643416552569
5.241,0.106338911998049,0.000751138966350517
5.242,0.105791615390014,0.000718932401140995
5.243,0.105233006843752,0.000691260855300153
5.244,0.10467439829749,0.000663589309459336
5.245,0.104105173576248,0.000640421723289059
5.246,0.103518521683625,0.000624647692446167
5.247,0.102931869791001,0.000608873661603289
5.248,0.10234268399649,0.000594137962054194
5.249,0.101733104197998,0.000587759228748827
5.25,0.101123524399506,0.000581380495443453
5.251,0.100499146948456,0.000580327351424214
5.252,0.0998720860492766,0.000580239964815199
5.253,0.0992357463318815,0.000582793764389327
5.254,0.0985927553814599,0.000587240816354384
5.255,0.0979452520851326,0.000592451903050735
5.256,0.0972880914572133,0.000599298178383086
5.257,0.0966302619889188,0.000606145780619605
5.258,0.0959608130786067,0.000613016434523867
5.259,0.0952913641682946,0.000619887088428128
5.26,0.0946137137663512,0.000624834416305408
5.261,0.0939338885718376,0.000629271735108688
5.262,0.0932495795642888,0.000631176607329874
5.263,0.0925612362555954,0.000630802916179607
5.264,0.0918709464144532,0.000628298015375073
5.265,0.0911751838976462,0.000619801218970206
5.266,0.0904794213808385,0.000611304422565333
5.267,0.0897812787045547,0.000598531412347565
5.268,0.0890795698196205,0.000579351322752812
5.269,0.0883778609346856,0.000560171233158041
5.27,0.0876727366080766,0.000531120265730943
5.271,0.0869670266580232,0.000500376803442676
5.272,0.0862604280634943,0.000465923626812614
5.273,0.0855518234598184,0.000423096211536422
5.274,0.0848432188561419,0.000380268796260192
5.275,0.0841330507297731,0.000329421283327274
5.276,0.0834223898255454,0.000276046063839854
5.277,0.0827104689541875,0.000216156036594289
5.278,0.0819981631028574,0.000154275425268364
5.279,0.0812845131848593,8.67037875412942e-05
5.28,0.0805704653377182,1.74472443643214e-05
5.281,0.0798548008344729,-5.63896618380695e-05
5.282,0.0791386728096388,-0.000131539832585853
5.283,0.0784204783280365,-0.000209919192573797
5.284,0.0777017103988308,-0.000289194661719153
5.285,0.0769802671524702,-0.000370167221539101
5.286,0.0762581057963791,-0.000451595315135737
5.287,0.0755318317647775,-0.00053276861745946
5.288,0.0748044906327966,-0.000613875810054194
5.289,0.0740760983468927,-0.000694486567320656
5.29,0.0733412264636074,-0.000772037162816236
5.291,0.0726063545803222,-0.000849587758311816
5.292,0.0718662675840386,-0.000923255134937579
5.293,0.0711206467898161,-0.000992801997093284
5.294,0.0703750259955935,-0.00106234885924899
5.295,0.0696254297212636,-0.00112846823519154
5.296,0.0688635576227035,-0.00118400392887252
5.297,0.0681016855241442,-0.00123953962255345
5.298,0.0673398134255842,-0.00129507531623443
5.299,0.0665725591356441,-0.00134597906411293
5.3,0.0657895637530028,-0.00138333593431317
5.301,0.0650065683703608,-0.00142069280451344
5.302,0.0642235729877188,-0.00145804967471371
5.303,0.0634351062197281,-0.00149112003997422
5.304,0.0626314619710606,-0.00151229975200233
5.305,0.0618278177223939,-0.00153347946403042
5.306,0.0610195798245407,-0.00155167572206438
5.307,0.0601973452190078,-0.00156078148760686
5.308,0.0593751106134757,-0.00156988725314934
5.309,0.0585491443301872,-0.001577089199259
5.31,0.0577106301347202,-0.00157788947818019
5.311,0.056872115939254,-0.00157868975710137
5.312,0.0560211031336432,-0.00157530222302304
5.313,0.0551689961294473,-0.00157154806425529
5.314,0.0543091133767849,-0.00156660838507967
5.315,0.0534442546241419,-0.0015609100458789
5.316,0.0525758920573153,-0.00155543122977622
5.317,0.0516993561174734,-0.00155046449681256
5.318,0.0508228201776315,-0.00154549776384891
5.319,0.0499359754893837,-0.00154378809629647
5.32,0.0490490301810427,-0.00154211021982186
5.321,0.0481559556547953,-0.00154421426816052
5.322,0.0472600048829922,-0.00154809305262339
5.323,0.0463609296325082,-0.00155523278047213
5.324,0.045456554551032,-0.00156790381468856
5.325,0.0445521794695549,-0.00158057484890499
5.326,0.0436454149184788,-0.00159700412571307
5.327,0.0427336177604395,-0.00162134886536971
5.328,0.0418218206023993,-0.00164569360502638
5.329,0.0409085704193271,-0.00167340186518744
5.33,0.0399914506945679,-0.00171006749532471
5.331,0.0390743309698087,-0.00174673312546199
5.332,0.038156457462101,-0.00178565820218185
5.333,0.0372359733220054,-0.00183240858780796
5.334,0.0363153285381612,-0.0018797036269245
5.335,0.0353926891302212,-0.0019337613255651
5.336,0.0344700497222805,-0.00198781902420574
5.337,0.0335456372745678,-0.00204740341193253
5.338,0.0326210811187807,-0.00210743574778418
5.339,0.0316949704421776,-0.00217084281042233
5.34,0.0307684097843324,-0.00223522674241999
5.341,0.0298403448846451,-0.00230120159878118
5.342,0.0289113813012693,-0.00236812692582857
5.343,0.0279809511550414,-0.00243536326830984
5.344,0.0270489097515039,-0.00250294131172133
5.345,0.0261153898080977,-0.00257001224961167
5.346,0.025178826649896,-0.00263603943409635
5.347,0.0242422634916943,-0.00270206661858103
5.348,0.0233005047782896,-0.00276475091541803
5.349,0.0223565374373129,-0.00282601415261163
5.35,0.0214125700963362,-0.00288727738980524
5.351,0.0204640891794688,-0.0029451124029095
5.352,0.0195095239748589,-0.00299832617948138
5.353,0.0185549587702499,-0.0030515399560532
5.354,0.0175984305604121,-0.00310324072959936
5.355,0.0166307860086422,-0.00314637348776822
5.356,0.0156631414568731,-0.00318950624593704
5.357,0.0146954969051031,-0.0032326390041059
5.358,0.0137147748533875,-0.00326630049097563
5.359,0.0127321721730615,-0.00329859994811002
5.36,0.0117495694927346,-0.00333089940524444
5.361,0.010757396216263,-0.00335702629423688
5.362,0.00975880158333585,-0.0033790117212268
5.363,0.00876020695040875,-0.00340099714821671
5.364,0.00775642923471929,-0.00342017730514022
5.365,0.00674177063462569,-0.00343346833763598
5.366,0.00572711203453209,-0.00344675937013174
5.367,0.0047118299011035,-0.00345978192722859
5.368,0.00368385993760928,-0.00346734147209879
5.369,0.00265588997411598,-0.00347490101696899
5.37,0.0016207426493608,-0.00348032838311456
5.371,0.000582480716278547,-0.00348483049255796
5.372,-0.000459019017923168,-0.00348880099861963
5.373,-0.00150658744783206,-0.00349177510649619
5.374,-0.00255415587774096,-0.00349474921437276
5.375,-0.00361000601986871,-0.00349767840915112
5.376,-0.00466586909890208,-0.0035006075337705
5.377,-0.00572647721751423,-0.00350438769972682
5.378,-0.00678965190925889,-0.00350862819057454
5.379,-0.00785474422772282,-0.00351361227161522
5.38,-0.00892432155660424,-0.00352033548662231
5.381,-0.0099938988854866,-0.0035270587016294
5.382,-0.0110694798195062,-0.00353778616423134
5.383,-0.0121453764767891,-0.00354872420599106
5.384,-0.013221273134072,-0.00355966224775077
5.385,-0.0143014976569495,-0.00357492219835078
5.386,-0.0153833028025394,-0.00359176059613654
5.387,-0.0164651079481293,-0.00360859899392229
5.388,-0.0175492854747265,-0.00362884031784091
5.389,-0.0186356978387582,-0.00365228727638526
5.39,-0.019722110202789,-0.00367573423492959
5.391,-0.0208096140056701,-0.00370095810312826
5.392,-0.0218996966606386,-0.00373038045406735
