t,cmd_pitch,cmd_roll
3.205,0.0963110481009706,0.000218192534670371
3.206,0.0971863925552313,0.000232128633301506
3.207,0.0980593542169226,0.000246639168966935
3.208,0.0989258530006578,0.000262707757353366
3.209,0.0997923517843927,0.00027877634573979
3.21,0.10065529424336,0.000296102561699862
3.211,0.101516082757077,0.000314190480011893
3.212,0.102376871270794,0.000332278398323932
3.213,0.103233305925919,0.000352307900557491
3.214,0.104089634501983,0.000372384708277633
3.215,0.104944687477956,0.000393044226879806
3.216,0.105797146327821,0.000414888776372953
3.217,0.106649605177686,0.00043673332586609
3.218,0.107499307880981,0.000459510757390775
3.219,0.108347731710189,0.000482721053651059
3.22,0.109195977385836,0.000505960747557201
3.221,0.110039517217312,0.000529976966716966
3.222,0.110883057048788,0.000553993185876731
3.223,0.11172416214846,0.000578058431508551
3.224,0.112561457438584,0.000602200392580253
3.225,0.113398752728708,0.000626342353651943
3.226,0.114230176639664,0.000650020888817366
3.227,0.115059573053057,0.000673539394308648
3.228,0.115888038070374,0.000696924381251047
3.229,0.116707806542957,0.00071906269122808
3.23,0.117527575015539,0.000741201001205114
3.231,0.118342297988239,0.000762402951314457
3.232,0.1191508582113,0.00078246119880377
3.233,0.119959418434362,0.000802519446293073
3.234,0.120757986329207,0.000820436603612916
3.235,0.12155411178932,0.000837830412131447
3.236,0.122348174413809,0.000854739210150833
3.237,0.123131160855159,0.000869043794315876
3.238,0.123914147296509,0.000883348378480919
3.239,0.124689592649011,0.000895738006657438
3.24,0.125457804848066,0.000906290874813187
3.241,0.126226017047121,0.00091684374296893
3.242,0.126991127609466,0.000926554157570176
3.243,0.127743934705871,0.000932922756355422
3.244,0.128496741802276,0.000939291355140672
3.245,0.129249548898681,0.000945659953925918
3.246,0.129990416511831,0.000948539805687524
3.247,0.130729842365362,0.000950998371663874
3.248,0.131469268218893,0.000953456937640226
3.249,0.132202385794034,0.000953950728490445
3.25,0.132930994465954,0.000953040177244964
3.251,0.133659603137874,0.000952129625999482
3.252,0.134385920303726,0.00095049958159094
3.253,0.135106168530363,0.00094696399552456
3.254,0.135826416756999,0.000943428409458179
3.255,0.136546664983636,0.000939892823391798
3.256,0.137260493064735,0.000934685090111031
3.257,0.137974088331539,0.000929416719610832
3.258,0.138687683598344,0.000924148349110633
3.259,0.13939724303735,0.000918393454277571
3.26,0.140104685403696,0.000912383343559423
3.261,0.140812127770042,0.000906373232841277
3.262,0.141516585398954,0.000900551108486018
3.263,0.142215422241734,0.000895082995552037
3.264,0.142914259084515,0.000889614882618055
3.265,0.143613095927296,0.000884146769684074
3.266,0.144311932770076,0.000878678656750094
3.267,0.145000711700746,0.000874736663569167
3.268,0.145688841299446,0.000870893195642548
3.269,0.146376970898144,0.00086704972771593
3.27,0.147054935298831,0.00086515623218349
3.271,0.147731236073386,0.000863581867181218
3.272,0.148407536847941,0.000862007502178945
3.273,0.149072508635081,0.000862618787444525
3.274,0.14973427315342,0.000863848836564186
3.275,0.150396037671759,0.000865078885683847
3.276,0.15104594194937,0.0008684411414608
3.277,0.151690747839121,0.000872719973619842
3.278,0.152335553728871,0.000876998805778883
3.279,0.152968727366454,0.000883104203623301
3.28,0.153594752343734,0.000890332126789673
3.281,0.154220777321013,0.000897560049956042
3.282,0.154836134692706,0.000906136307207684
3.283,0.155442381701417,0.000915864070562309
3.284,0.156048628710128,0.000925591833916939
3.285,0.156645768655758,0.000936122072163453
3.286,0.157232190574079,0.000947596736481115
3.287,0.1578186124924,0.000959071400798776
3.288,0.158397861161579,0.000970840773419085
3.289,0.15896537491138,0.000983092267614012
3.29,0.15953288866118,0.000995343761808939
3.291,0.160095272466,0.00100750554421169
3.292,0.160645650727981,0.00101945737528588
3.293,0.161196028989962,0.00103140920636006
3.294,0.161743174484938,0.00104306021384349
3.295,0.162278816684728,0.00105364078768372
3.296,0.162814458884519,0.00106422136152395
3.297,0.163348422803001,0.00107447606589042
3.298,0.16387202398907,0.00108271865337245
3.299,0.164395625175139,0.00109096124085447
3.3,0.164918666014636,0.00109901893969885
3.301,0.165432831033468,0.00110414802530755
3.302,0.165946996052301,0.00110927711091624
3.303,0.166461161071134,0.00111440619652493
3.304,0.16696818786187,0.00111598313112349
3.305,0.167475064402931,0.00111748529793256
3.306,0.167981940943992,0.00111898746474164
3.307,0.168483539353203,0.00111705246617135
3.308,0.168984547311198,0.00111473296063189
3.309,0.169485555269193,0.00111241345509244
3.31,0.169982218338525,0.00110709649787967
3.311,0.170477923708685,0.00110111884318817
3.312,0.170973629078846,0.00109514118849666
3.313,0.171465217364976,0.00108685611159996
3.314,0.171955354538285,0.00107775775765614
3.315,0.172445491711595,0.00106865940371231
3.316,0.172931328774119,0.00105808927932717
3.317,0.173414944651629,0.00104675892465653
3.318,0.173898560529138,0.00103542856998589
3.319,0.174377572415318,0.00102348216920889
3.32,0.17485324212371,0.00101108856176574
3.321,0.175328911832102,0.000998694954322596
3.322,0.1757997847848,0.000986431759437929
3.323,0.176265849456893,0.000974299290447034
3.324,0.176731914128987,0.000962166821456133
3.325,0.177193250634743,0.000950698818077117
3.326,0.177648041730375,0.000940150663881255
3.327,0.178102832826007,0.000929602509685392
3.328,0.17855329368327,0.000919985563257701
3.329,0.17899532645565,0.000912181057033947
3.33,0.179437359228031,0.000904376550810192
3.331,0.179875171354176,0.000897675199072938
3.332,0.180300933789902,0.000894123286852863
3.333,0.180726696225629,0.000890571374632786
3.334,0.181152458661356,0.000887019462412711
3.335,0.181574798171632,0.000884413336651888
3.336,0.181981251701212,0.000886196656600982
3.337,0.182387705230792,0.000887979976550076
3.338,0.182794158760371,0.00088976329649917
3.339,0.183198799937935,0.000892026878667736
3.34,0.183586203402122,0.00089885834964098
3.341,0.183973606866309,0.000905689820614228
3.342,0.184361010330496,0.000912521291587472
3.343,0.184748213448503,0.000919399087765181
3.344,0.185120206471444,0.000929793850248922
3.345,0.185492199494384,0.000940188612732666
3.346,0.185863571100343,0.000950688213275659
3.347,0.186224057872861,0.000963024173052163
3.348,0.186584544645379,0.000975360132828666
3.349,0.186944083360183,0.000987774808561805
3.35,0.187294591957308,0.00100093924281822
3.351,0.187645100554433,0.00101410367707463
3.352,0.187994468290481,0.00102721383243547
3.353,0.188336589397318,0.00103997921397748
3.354,0.188678710504155,0.00105274459551948
3.355,0.189019607558884,0.00106521774161813
3.356,0.189354814116766,0.00107633231412497
3.357,0.189690020674648,0.00108744688663181
3.358,0.190023853500482,0.00109783897285275
3.359,0.190352759454805,0.00110563987172942
3.36,0.190681665409129,0.00111344077060609
3.361,0.191010571363452,0.00112124166948277
3.362,0.191336584321351,0.00112667903555382
3.363,0.191660006536113,0.00112999980502572
3.364,0.191983428750875,0.00113332057449761
3.365,0.192304804630602,0.00113444986305338
3.366,0.192623724461547,0.00113294889608421
3.367,0.192942644292491,0.00113144792911504
3.368,0.193259850298024,0.0011280398924843
3.369,0.193574277107886,0.00112153928895101
3.37,0.193888703917747,0.00111503868541771
3.371,0.194201656130751,0.00110710262983976
3.372,0.194511301233988,0.00109594725540054
3.373,0.194820946337224,0.00108479188096132
3.374,0.1951293544663,0.00107274032925608
3.375,0.195433743102914,0.00105777668942409
3.376,0.195738131739528,0.00104281304959209
3.377,0.196041579089701,0.00102743452910991
3.378,0.196340166825825,0.00100991408907266
3.379,0.196638754561949,0.000992393649035416
3.38,0.196936779636854,0.000974779103207734
3.381,0.197229059998125,0.000956203746859994
3.382,0.197521340359395,0.000937628390512261
3.383,0.19781351270471,0.000919061384857743
3.384,0.198099104018908,0.000901003157486804
3.385,0.198384695333105,0.000882944930115858
3.386,0.198670286647302,0.000864886702744919
3.387,0.198948054203798,0.000849352373251059
3.388,0.199225349637483,0.000833970347778423
3.389,0.199502645071168,0.00081858832230578
3.39,0.199779940504853,0.000803206296833144
3.391,0.200051830361741,0.000790543585134464
3.392,0.200320235209264,0.000779634032132766
3.393,0.200588640056786,0.000768724479131063
3.394,0.200857044904308,0.000757814926129365
3.395,0.201118106026181,0.000751767837321967
3.396,0.201378696037735,0.000746032682424362
3.397,0.201639286049289,0.000740297527526755
3.398,0.201897876616256,0.000736013861693075
3.399,0.202151100034362,0.000735626456813695
3.4,0.202404323452468,0.000735239051934314
3.401,0.202657546870574,0.000734851647054933
3.402,0.202906576750592,0.000737318431521085
3.403,0.203152847153626,0.000741663360322983
3.404,0.20339911755666,0.00074600828912488
3.405,0.203645387959694,0.00075035321792678
3.406,0.20388540236434,0.000757865304597102
3.407,0.204124980641367,0.000765598184965192
3.408,0.204364558918394,0.000773331065333282
3.409,0.204602370763793,0.000781454968593296
3.41,0.204835321633695,0.000790654912763468
3.411,0.205068272503596,0.000799854856933641
3.412,0.205301223373498,0.000809054801103814
3.413,0.205530154798832,0.000817796737282053
3.414,0.205756386874312,0.000826231087726738
3.415,0.205982618949793,0.000834665438171422
3.416,0.206208851025274,0.000843099788616107
3.417,0.206428707287448,0.000848799532577881
3.418,0.206648083233667,0.00085429326750791
3.419,0.206867459179886,0.00085978700243794
3.42,0.207084736839936,0.00086380168264513
3.421,0.207296093291493,0.000863642579734627
3.422,0.20750744974305,0.000863483476824124
3.423,0.207718806194607,0.000863324373913622
3.424,0.207930162646164,0.000863165271003119
3.425,0.20813892573159,0.000860756969276782
3.426,0.208342408864517,0.000853769421000756
3.427,0.208545891997444,0.000846781872724731
3.428,0.208749375130371,0.000839794324448706
3.429,0.208950254111627,0.000830268433142787
3.43,0.209147627418084,0.000817325457765832
3.431,0.20934500072454,0.000804382482388878
3.432,0.209542374030997,0.000791439507011924
3.433,0.209737176092132,0.000775969527253113
3.434,0.209929633626831,0.000758195361064693
3.435,0.210122091161529,0.000740421194876274
3.436,0.210314548696228,0.000722647028687854
3.437,0.210504803427655,0.000702981211644789
3.438,0.210693707464673,0.000682155489735527
3.439,0.21088261150169,0.000661329767826265
3.44,0.211071515538708,0.000640504045917003
3.441,0.21125872401213,0.00061901652270789
3.442,0.211445262368884,0.000597267443941212
3.443,0.211631800725637,0.000575518365174534
3.444,0.211818339082391,0.000553769286407856
3.445,0.212003497371051,0.000533049502630172
