t,x_ref,x_meas,pitch_deg
14.826,6.00033365898627,5.99904214281216,-0.155741648711824
14.828,6.00034265898628,5.99906092663705,-0.186722114804598
14.83,6.00035165898628,5.99907951179491,-0.217900799358577
14.832,6.00035365898628,5.99909796730958,-0.24919562785034
14.834,6.00035565898628,5.99911613381984,-0.280611024342838
14.836,6.00035765898628,5.99913419379532,-0.312044033705805
14.838,6.00035965898628,5.99915196165441,-0.343467669454925
14.84,6.00036165898628,5.99916954735876,-0.374833353737641
14.842,6.00035565898628,5.99918693484629,-0.406135976501063
14.844,6.00034965898628,5.99920398599935,-0.43730428651956
14.846,6.00034365898628,5.99922090778118,-0.468423554043037
14.848,6.00033765898628,5.99923746812979,-0.499422837631952
14.85,6.00033165898628,5.99925367133594,-0.530363318963379
14.852,6.00031865898628,5.99926951366054,-0.561306386356717
14.854,6.00030565898628,5.9992849565779,-0.592313232242898
14.856,6.00029265898628,5.9992999599259,-0.623450343599873
14.858,6.00027965898628,5.99931448338673,-0.65478445055077
14.86,6.00026665898628,5.99932844661033,-0.68640171050225
14.862,6.00024765898628,5.99934192815022,-0.718285913751885
14.864,6.00022865898628,5.9993546505262,-0.750615908477762
14.866,6.00020965898628,5.99936691823259,-0.783203895320133
14.868,6.00019065898628,5.9993785168392,-0.816164599831805
14.87,6.00017165898628,5.99938942629163,-0.849446740798263
14.872,6.00014765898628,5.99939967991342,-0.882957563073958
14.874,6.00012365898628,5.99940931131622,-0.916582884399473
14.876,6.00009965898628,5.9994183375953,-0.950196719617284
14.878,6.00007565898628,5.99942678308548,-0.983649003764275
14.88,6.00005165898628,5.9994346480486,-1.01672958878073
14.882,6.00002365898628,5.99944194690517,-1.04912628350162
14.884,5.99999565898628,5.99944876705669,-1.08055207867093
14.886,5.99996765898628,5.99945524551396,-1.11095038190155
14.888,5.99993965898628,5.99946136301267,-1.14006864838986
14.89,5.99991165898628,5.99946717296829,-1.16733807959087
14.892,5.99988065898628,5.99947280111514,-1.19351454387308
14.894,5.99984965898628,5.99947812673282,-1.21650228162601
14.896,5.99981865898628,5.99948337990939,-1.23850028328338
14.898,5.99978765898628,5.99948843015253,-1.25694013382296
14.9,5.99975665898628,5.99949340862059,-1.27364470035384
14.902,5.99972365898629,5.99949827575015,-1.28765746988468
14.904,5.99969065898629,5.9995030344333,-1.29904835720696
14.906,5.99965765898629,5.99950768619231,-1.30812427615235
14.908,5.99962465898629,5.99951219535354,-1.31456150517784
14.91,5.99959165898629,5.9995164873698,-1.31814968207846
14.912,5.99955765898629,5.99952058970229,-1.31983801621125
14.914,5.99952365898629,5.99952448560574,-1.31968030411833
14.916,5.99948965898629,5.99952798975432,-1.31689187990973
14.918,5.99945565898629,5.99953116202894,-1.31242386405913
14.92,5.99942165898629,5.99953401467506,-1.30650105312668
14.922,5.99938765898629,5.99953645284554,-1.29892152297422
14.924,5.99935365898629,5.9995383506323,-1.28953859185965
14.926,5.99931965898629,5.99953986091488,-1.27897611647176
14.928,5.99928565898629,5.99954097948094,-1.26725779960795
14.93,5.99925165898629,5.99954149704837,-1.25383906282559
14.932,5.99921765898629,5.99954162825491,-1.23931762783695
14.934,5.99918365898629,5.99954128693903,-1.22340151788398
14.936,5.99914965898629,5.99954051725265,-1.20613605772961
14.938,5.99911565898629,5.99953934128082,-1.18748686658348
14.94,5.99908165898629,5.99953776447345,-1.16734023056018
14.942,5.99904765898629,5.99953587399331,-1.14592995002984
14.944,5.99901365898629,5.99953363717402,-1.12303175446999
14.946,5.99897965898629,5.99953101935147,-1.09836963106396
14.948,5.99894565898629,5.99952811715332,-1.07235175713448
14.95,5.99891165898629,5.99952493458553,-1.04500896599629
14.952,5.99887765898629,5.99952147344018,-1.01638067499199
14.954,5.99884365898629,5.99951767213687,-0.98628819546103
14.956,5.99880965898629,5.99951352916188,-0.954922659073782
14.958,5.99877565898629,5.99950907819704,-0.922579833223598
14.96,5.99874165898629,5.99950430540494,-0.8893600698519
14.962,5.99870765898629,5.99949919567329,-0.855368819880735
14.964,5.99867365898629,5.99949360408002,-0.820585062756989
14.966,5.99863965898629,5.99948760089498,-0.785378007576651
14.968,5.99860565898629,5.99948118324337,-0.749900200090519
14.97,5.99857165898629,5.99947433145669,-0.714276467853549
14.972,5.99853865898629,5.99946699070045,-0.678645835735232
14.974,5.99850565898629,5.99945901774612,-0.643260262153218
14.976,5.99847265898629,5.99945047805345,-0.608291287764246
14.978,5.9984396589863,5.99944157549421,-0.573629637405718
14.98,5.9984066589863,5.99943187715705,-0.53980920968226
14.982,5.9983756589863,5.99942165675283,-0.506675712344764
14.984,5.9983446589863,5.9994110256437,-0.474083558959116
14.986,5.9983136589863,5.99939956994979,-0.442721902646962
14.988,5.9982826589863,5.99938755698218,-0.41226181797304
14.99,5.9982516589863,5.99937501042747,-0.382689867976347
14.992,5.9982236589863,5.99936195474159,-0.353980286358278
14.994,5.9981956589863,5.99934841975148,-0.326088226612548
14.996,5.9981676589863,5.99933438362283,-0.299041111531201
14.998,5.9981396589863,5.9993199247011,-0.272671888459783
15,5.9981116589863,5.99930520160275,-0.246701708876667
15.002,5.9980876589863,5.99929006955045,-0.221216732319521
15.004,5.9980636589863,5.99927491211004,-0.195739771379277
15.006,5.9980396589863,5.99925949345868,-0.170345280780146
15.008,5.9980156589863,5.99924406444123,-0.144870039034935
15.01,5.9979916589863,5.99922858727998,-0.119019760385613
15.012,5.9979726589863,5.99921314745432,-0.0929298160764225
15.014,5.9979536589863,5.99919781078327,-0.0661776988850514
15.016,5.9979346589863,5.9991825790002,-0.039001747845658
15.018,5.9979156589863,5.99916753834157,-0.0110534965279618
15.02,5.9978966589863,5.9991526503316,0.0174058877243498
15.022,5.9978836589863,5.99913795503312,0.0465102120663125
15.024,5.9978706589863,5.99912359698369,0.0765841871306231
15.026,5.9978576589863,5.99910943415284,0.10714224753781
15.028,5.9978446589863,5.99909546466046,0.138161169741905
15.03,5.9978316589863,5.99908179270324,0.169782469206704
15.032,5.9978256589863,5.99906833447739,0.201713932665982
15.034,5.9978196589863,5.9990550445522,0.233839343262423
15.036,5.9978136589863,5.99904196994042,0.266117049452383
15.038,5.9978076589863,5.99902909670178,0.298351551535444
15.04,5.9978016589863,5.99901637921965,0.330437265509316
15.042,5.9978036589863,5.99900385025297,0.362275068716017
15.044,5.99780565898631,5.99899137676568,0.39401196471658
