step_m,is_agile,t_ref99_s,rise_s,settle2pct_s,overshoot_pct,sse_mm,z_peak_cm,settle2cm_s
0.1,0,3.07,1.566,8.512,6.52348639631419,0.440022115038033,0.214726945049049,2.22
0.1,1,3.07,1.56,3.87,2.43439921737459,0.433064081640247,2.00437944553655,2.278
