t,x_ref,x_meas,pitch_deg
6.766,2.12762799999988,2.11441073131798,-3.50985977606728
6.768,2.13067399999988,2.11757903452791,-3.6418023446863
6.77,2.13371999999988,2.12074242515416,-3.78093772071791
6.772,2.13674449999988,2.1239007656915,-3.92683975842543
6.774,2.13976899999988,2.12705412032711,-4.07863783961176
6.776,2.14279349999988,2.13020284254383,-4.2351230243742
6.778,2.14581799999988,2.13334721321492,-4.39520981394741
6.78,2.14884249999988,2.13648719968556,-4.55793851226597
6.782,2.15184399999988,2.13962336361416,-4.72200183430116
6.784,2.15484549999988,2.14275584801976,-4.88630759727847
6.786,2.15784699999988,2.14588490675948,-5.04964658828396
6.788,2.16084849999988,2.14901085325874,-5.21081548313597
6.79,2.16384999999988,2.15213397467771,-5.36876958483514
6.792,2.16682699999988,2.15525439701545,-5.52232485478649
6.794,2.16980399999988,2.15837234905516,-5.6707185037967
6.796,2.17278099999988,2.16148798136193,-5.81350877947492
6.798,2.17575799999988,2.16460126627213,-5.95029505777169
6.8,2.17873499999988,2.16771218313392,-6.08116303151998
6.802,2.18168599999988,2.17082054075975,-6.20619121930952
6.804,2.18463699999988,2.17392621062475,-6.32591949490392
6.806,2.18758799999988,2.17702896211436,-6.44094887567731
6.808,2.19053899999988,2.18012845661397,-6.55192785938771
6.81,2.19348999999988,2.18322433621557,-6.65981647413366
6.812,2.19641449999988,2.18631643713358,-6.76572018603246
6.814,2.19933899999988,2.18940425208109,-6.87063858767524
6.816,2.20226349999988,2.19248730204035,-6.97573494181543
6.818,2.20518799999988,2.19556540164443,-7.08206720038298
6.82,2.20811249999988,2.19863799006172,-7.19072780171208
6.822,2.21100999999988,2.20170460814417,-7.30280697529094
6.824,2.21390749999988,2.20476525563002,-7.41892530496676
6.826,2.21680499999988,2.20781898242767,-7.54025298893922
6.828,2.21970249999988,2.21086613375644,-7.66681163502846
6.83,2.22259999999988,2.21390633509308,-7.79897630293301
6.832,2.22546999999988,2.21693929016264,-7.93687851491155
6.834,2.22833999999988,2.21996513807558,-8.08010064830463
6.836,2.23120999999988,2.22298388448637,-8.22818220328274
6.838,2.23407999999988,2.22599519741307,-8.380649340443
6.84,2.23694999999988,2.22899986090396,-8.5362884427665
6.842,2.23979199999988,2.23199753007692,-8.69431726760805
6.844,2.24263399999988,2.23498857283583,-8.85346390222317
6.846,2.24547599999988,2.23797332641963,-9.01234995305825
6.848,2.24831799999988,2.24095207685302,-9.16956716112693
6.85,2.25115999999988,2.24392522032191,-9.32367995620869
6.852,2.25397349999988,2.24689322661103,-9.47350774804455
6.854,2.25678699999988,2.24985612862029,-9.61752821114569
6.856,2.25960049999988,2.25281441559272,-9.75488506634906
6.858,2.26241399999988,2.25576820656462,-9.88448512388057
6.86,2.26522749999988,2.25871768463717,-10.0053801276692
6.862,2.26801199999988,2.26166310836753,-10.1169750290775
6.864,2.27079649999988,2.26460447659738,-10.2182193566667
6.866,2.27358099999988,2.26754206688295,-10.3090313972523
6.868,2.27636549999988,2.27047566113904,-10.3882094806644
6.87,2.27914999999988,2.27340554098566,-10.4563038011185
6.872,2.28190499999988,2.27633143695762,-10.5125077661972
6.874,2.28465999999988,2.27925325688208,-10.5568365197047
6.876,2.28741499999988,2.28217111248405,-10.5901451744029
6.878,2.29016999999988,2.28508462384949,-10.6122323501301
6.88,2.29292499999988,2.28799371829435,-10.6240493333238
6.882,2.29564999999988,2.29089804107764,-10.6262690845515
6.884,2.29837499999988,2.29379728358229,-10.6200566976321
6.886,2.30109999999988,2.29669173983008,-10.6073699106509
6.888,2.30382499999988,2.29958032008737,-10.5885320505548
6.89,2.30654999999988,2.30246284520461,-10.5652445033082
6.892,2.30924449999988,2.30533918251298,-10.5390194703131
6.894,2.31193899999988,2.30820887839763,-10.511049453988
6.896,2.31463349999987,2.31107160833814,-10.482562292963
6.898,2.31732799999988,2.31392652638749,-10.4548144004243
6.9,2.32002249999988,2.31677368553832,-10.4289090737542
6.902,2.32268599999987,2.3196129561634,-10.4056233756097
6.904,2.32534949999987,2.32244401954273,-10.3856127550532
6.906,2.32801299999988,2.32526600126699,-10.3696274662225
6.908,2.33067649999987,2.32807943366103,-10.3575861511006
6.91,2.33333999999987,2.33088376651108,-10.3497083660011
6.912,2.33597199999987,2.33367932758438,-10.3456594301588
6.914,2.33860399999987,2.3364660444494,-10.345143669281
6.916,2.34123599999988,2.33924395072673,-10.3476508188903
6.918,2.34386799999987,2.34201323153234,-10.3524140788529
6.92,2.34649999999987,2.34477425870202,-10.3584744249985
6.922,2.34909999999987,2.3475271367771,-10.364733735077
6.924,2.35169999999987,2.35027267289106,-10.3700320219835
6.926,2.35429999999987,2.35301090416253,-10.3731091275305
6.928,2.35689999999987,2.35574231201831,-10.3727048505613
6.93,2.35949999999987,2.35846720804585,-10.3674797081442
6.932,2.36206749999987,2.36118643096416,-10.356818034231
6.934,2.36463499999987,2.3638998199732,-10.3393110982905
6.936,2.36720249999987,2.36660771919497,-10.3141771058238
6.938,2.36976999999987,2.36931059321463,-10.2812863512164
6.94,2.37233749999987,2.37200847509097,-10.2402453011213
6.942,2.37487199999987,2.37470133269964,-10.1908850688364
6.944,2.37740649999987,2.37738939334797,-10.1337868003901
6.946,2.37994099999987,2.38007244606292,-10.0690909791969
6.948,2.38247549999987,2.38275045674399,-9.9974979592724
6.95,2.38500999999987,2.38542348845083,-9.91998667474505
6.952,2.38751099999987,2.38809118420645,-9.8372590524106
6.954,2.39001199999987,2.39075335810585,-9.750534138585
6.956,2.39251299999987,2.39340966729981,-9.66102205813936
6.958,2.39501399999987,2.39606030409423,-9.570233092683
6.96,2.39751499999987,2.39870453034517,-9.47944776892896
6.962,2.39998199999987,2.40134231991806,-9.3900656724391
6.964,2.40244899999987,2.40397327514634,-9.30346258589875
6.966,2.40491599999987,2.4065969494875,-9.2210206278557
6.968,2.40738299999987,2.40921341959938,-9.14368282881543
6.97,2.40984999999987,2.41182186918611,-9.07300964860011
6.972,2.41228249999987,2.41442234227199,-9.00975447747979
6.974,2.41471499999987,2.41701470873709,-8.95464820350521
6.976,2.41714749999987,2.4195985692211,-8.90858398733364
6.978,2.41957999999987,2.42217339916833,-8.87249473520072
6.98,2.42201249999987,2.42473996895302,-8.84567915802055
6.982,2.42440999999987,2.4272975122045,-8.82899267746847
6.984,2.42680749999987,2.42984625197653,-8.82202472356216
6.986,2.42920499999987,2.43238623440619,-8.82443507826707
6.988,2.43160249999987,2.43491759623107,-8.83566893277539
6.99,2.43399999999987,2.43744032653742,-8.8552204971128
6.992,2.43636199999987,2.43995478297903,-8.88218877109637
6.994,2.43872399999987,2.44246099441664,-8.91596769303524
6.996,2.44108599999987,2.44495888111815,-8.95595926332092
6.998,2.44344799999987,2.4474488398737,-9.00118658594284
7,2.44580999999987,2.44993132111053,-9.05074686819736
7.002,2.44813599999987,2.45240571664762,-9.1042278285335
7.004,2.45046199999987,2.45487281125291,-9.16050278216905
7.006,2.45278799999987,2.45733267528668,-9.21887643548153
7.008,2.45511399999987,2.45978561044104,-9.27865850371145
7.01,2.45743999999987,2.46223139964444,-9.33932997011427
7.012,2.45972949999987,2.4646707742121,-9.40039227734924
7.014,2.46201899999987,2.46710329286849,-9.4615384158564
7.016,2.46430849999987,2.46952961678108,-9.52254610851766
7.018,2.46659799999987,2.47194934351061,-9.58330004207374
7.02,2.46888749999987,2.47436296845408,-9.64383635067563
7.022,2.47113999999987,2.47677012588805,-9.70429622012847
7.024,2.47339249999987,2.47917078793976,-9.76495919241536
7.026,2.47564499999987,2.48156489582939,-9.82619554949077
7.028,2.47789749999987,2.48395247661052,-9.88836878030641
7.03,2.48014999999987,2.48633306111381,-9.95190935059983
7.032,2.48236499999987,2.48870644717943,-10.0171902486293
7.034,2.48457999999987,2.49107252095514,-10.0845029085363
7.036,2.48679499999987,2.49343100116893,-10.1541699179998
7.038,2.48900999999987,2.49578160070575,-10.2265354181227
7.04,2.49122499999987,2.49812388447171,-10.302021626404
7.042,2.49340199999987,2.50045814757256,-10.3807210345363
7.044,2.49557899999987,2.50278367506055,-10.4630683047194
7.046,2.49775599999987,2.50510065203199,-10.5490601698931
7.048,2.49993299999987,2.50740845442666,-10.6389655204225
7.05,2.50210999999987,2.50970763485077,-10.7324952142804
7.052,2.50424849999987,2.51199792724384,-10.8296570884659
7.054,2.50638699999987,2.51427906237666,-10.9303892882978
7.056,2.50852549999986,2.51655121884423,-11.0343834816784
7.058,2.51066399999986,2.51881450193128,-11.1412863841877
7.06,2.51280249999986,2.52106904584076,-11.2506744737873
7.062,2.51490199999986,2.52331439431828,-11.3621208433234
7.064,2.51700149999986,2.52555127524993,-11.4748830472634
