pkg_mass_kg,kp_xy,kd_xy,kp_z,kd_z,sA,sZ,hover_cm,tracking_rms_cm,overshoot_cm,tail_rms_deg,z_move_cm,z_tail_cm,att_peak_deg
1.5,16,7,8,3.2,1.125,1.22,0.276414799528714,1.90704137012356,3.02445412847414,6.64759171194061,1.2651761375615,0.945266658320087,14.5572851800245
1.75,12,5.1,8,3.2,1.1875,1.33,0.222217516959875,2.55209827923844,4.47703100548866,5.6654836558347,0.838276382824099,0.593872049650801,11.3228470225909
2,8,3.2,8,3.2,1.25,1.44,0.0701924704653368,3.95930417977089,7.63530062805942,4.76842802852612,1.50686776550539,0.651720786577292,13.5334615046721
