ramp_v_mps,is_agile,lag_mean_cm,lag_rms_cm,stop_over_cm,settle2cm_s,sse_mm,z_peak_cm,att_pk_deg,att_run_rms_deg,att_tail_rms_deg,reserved
0.5,0,-1.95527866562601,6.95650889600134,3.77930459394302,1.436,-9.66301780423384,0.218494686410198,13.7959119445856,9.84974504484246,0.0601145781799742,0
1.5,0,NaN,NaN,6.4304236653129,12.916,-2.95222993795763,0.214726945049049,12.7890542220761,6.3440306928113,0.76908697608972,0
0.5,1,-0.642436032338463,2.11270812523368,0.38318304743501,0.786,-8.9942126476541,2.00437944553655,13.3357203502079,9.00245606744844,0.206912042030052,0
1.5,1,NaN,NaN,1.46009685526542,12.846,-1.71405067694774,2.00437944553655,12.7125262619972,6.30735647785035,1.76171173451226,0
