t,x_ref,x_meas,pitch_deg
3.562,0.0766155000000002,0.0550401417296394,8.65353232138631
3.564,0.0774810000000001,0.0556684699508088,8.67829679410175
3.566,0.0783465000000002,0.0563048084086709,8.70213671527078
3.568,0.079212,0.0569450076058946,8.72553102506972
3.57,0.0800775000000001,0.0575926310829347,8.74812333249023
3.572,0.080974,0.0582447935994486,8.77022531350276
3.574,0.0818705000000002,0.0589051781611826,8.79148342939711
3.576,0.0827670000000001,0.0595718570261879,8.81209553291473
3.578,0.0836635000000002,0.0602385358911934,8.83270763643235
3.58,0.0845600000000001,0.0609167607942538,8.85222379812534
3.582,0.0854880000000002,0.0616005534083675,8.87121147659478
3.584,0.0864160000000001,0.062284346022481,8.89019915506423
3.586,0.087344,0.0629816941001009,8.90813965386139
3.588,0.0882720000000001,0.0636828004783182,8.92578981836008
3.59,0.0892,0.0643839068565354,8.94343998285876
3.592,0.0901600000000001,0.0650983952849806,8.96038472755029
3.594,0.09112,0.0658145175071674,8.97724334863246
3.596,0.0920800000000001,0.0665411551982579,8.99389621405902
3.598,0.09304,0.0672699650342765,9.01050657723409
3.6,0.0940000000000001,0.068008630453376,9.02723690533896
3.602,0.0949925,0.0687502998598188,9.04400379882285
3.604,0.0959850000000001,0.0695011458418908,9.06117294776247
3.606,0.0969775,0.0702558500958488,9.07851122416082
3.608,0.0979700000000001,0.0710190251097453,9.09646248526251
3.61,0.0989625,0.0717869317973159,9.11475615290205
3.612,0.0999880000000001,0.0725625710504786,9.13378229575164
3.614,0.1010135,0.0733438279638553,9.15334057722926
3.616,0.102039,0.074132045154729,9.17365126620435
3.618,0.1030645,0.0749267685107047,9.19466527302918
3.62,0.10409,0.075727647021721,9.21635943902636
3.622,0.105149,0.0765359126803721,9.23886990228794
3.624,0.106208,0.0773495025533312,9.26192227847593
3.626,0.107267,0.0781713446605257,9.28581458937456
3.628,0.108326,0.0789976654089668,9.3100852132016
3.63,0.109385,0.0798330866553371,9.33512456036059
3.632,0.110478,0.0806721377953268,9.36039505338315
3.634,0.111571,0.0815211302570226,9.38629859399106
3.636,0.112664,0.0823729078028101,9.41232938655043
3.638,0.113757,0.0832354779377953,9.43885329816527
3.64,0.11485,0.0840998416795834,9.46544140378414
3.642,0.1159775,0.0849749743183478,9.49241493312846
3.644,0.117105,0.0858547205186301,9.51954982189058
3.646,0.1182325,0.0867414273633242,9.54692815934751
3.648,0.11936,0.0876357653589931,9.5746312027329
3.65,0.1204875,0.0885341327901993,9.60250569884039
3.652,0.12165,0.0894432130768181,9.63097995093684
3.654,0.1228125,0.090355324359866,9.6596565222361
3.656,0.123975,0.091277350748073,9.68905199883872
3.658,0.1251375,0.0922044458881854,9.71889737498503
3.66,0.1263,0.0931384853200375,9.74935912252675
3.662,0.127498,0.0940807427972222,9.78065289494498
3.664,0.128696,0.0950269073548344,9.81234223443281
3.666,0.129894,0.0959870388295098,9.84550515240348
3.668,0.131092,0.0969481636274773,9.8787728708697
3.67,0.13229,0.0979157647486525,9.9126806105651
3.672,0.133524,0.0988927163750377,9.94751241189945
3.674,0.134758,0.0998757418742162,9.98282118308338
3.676,0.135992,0.100866600388671,10.0187450662799
3.678,0.137226,0.101863255329486,10.0549840621437
3.68,0.13846,0.102866597892518,10.0915866189919
3.682,0.1397305,0.103879804350928,10.1284624426232
3.684,0.141001,0.104897738315771,10.1653929467771
3.686,0.1422715,0.105923188841005,10.2023694191101
3.688,0.143542,0.106956907221697,10.2392595130617
3.69,0.1448125,0.107995769122747,10.2760718614469
3.692,0.14612,0.109045694004565,10.3126556643101
3.694,0.1474275,0.110095618886382,10.3492394671734
3.696,0.148735,0.11116056150688,10.3855033637183
3.698,0.1500425,0.112226316259249,10.421749960314
3.7,0.15135,0.113302272412144,10.4578416500528
3.702,0.152695,0.114382270682254,10.4938732404341
3.704,0.15404,0.11547456219089,10.5298533406411
3.706,0.155385,0.116570567812322,10.5658552642908
3.708,0.15673,0.117675379866832,10.6019089329194
3.71,0.158075,0.118787561783277,10.6380597278946
3.712,0.159458,0.119904995505208,10.6742797356562
3.714,0.160841,0.121033497169043,10.7106717594628
3.716,0.162224,0.122165658013734,10.7471131819835
3.718,0.163607,0.123308561577359,10.7836818782369
3.72,0.16499,0.124457171793119,10.8202640997583
3.722,0.1664115,0.125612879211943,10.856863142276
3.724,0.167833,0.126777988371889,10.8933569407356
3.726,0.1692545,0.127946782641909,10.9298056084941
3.728,0.170676,0.129128161900467,10.9659254871432
3.73,0.1720975,0.130313497942076,11.0018893217196
3.732,0.173558,0.131507745191763,11.0375017240381
3.734,0.1750185,0.132709667976806,11.0727403030737
3.736,0.176479,0.133916820611272,11.1077241716051
3.738,0.1779395,0.135135405615372,11.1421063907
3.74,0.1794,0.136357726745923,11.1762951837387
3.742,0.1809,0.13759087774197,11.2099297113078
3.744,0.1824,0.138830021975915,11.2432922650681
3.746,0.1839,0.140076300294448,11.2763310732687
3.748,0.1854,0.141332417225804,11.3090067887402
3.75,0.1869,0.142592337066611,11.341545975554
3.752,0.18844,0.143865172321857,11.3737275419749
3.754,0.18998,0.145142281988046,11.4058252563342
3.756,0.19152,0.146428544462658,11.4377434180331
3.758,0.19306,0.147722990911286,11.4695445171318
3.76,0.1946,0.149022767138131,11.5012693797108
3.762,0.19618,0.150334672515039,11.5328375163466
3.764,0.19776,0.151650489719343,11.5643475582157
3.766,0.19934,0.152977487613948,11.595678773226
3.768,0.20092,0.154310876165254,11.6268616824211
3.77,0.2025,0.155651546962269,11.6578755949956
3.772,0.20412,0.157002553726843,11.6885444699736
3.774,0.20574,0.158357495657077,11.7190754394627
3.776,0.20736,0.15972557650809,11.7490183254408
3.778,0.20898,0.161098178078543,11.7787103209814
3.78,0.2106,0.162479991864328,11.8078910579127
3.782,0.21226,0.163870287190594,11.8365272783262
3.784,0.21392,0.165265859608994,11.8648247084175
3.786,0.21558,0.166673897225953,11.8922470318328
3.788,0.21724,0.168086392262469,11.9193452893539
3.79,0.2189,0.169512143669508,11.9454657178441
3.792,0.2206,0.170937895076547,11.9715861463344
3.794,0.2223,0.17237979715278,11.9964968274769
3.796,0.224,0.173824554789058,12.0211936161703
3.798,0.2257,0.175278040223453,12.0452353486442
3.8,0.2274,0.176739960567245,12.0686440073706
3.802,0.22914,0.178211675941693,12.0913167250134
3.804,0.23088,0.17968889463492,12.1135759556008
3.806,0.23262,0.181177962840197,12.1349374209436
