t,ref_x,ref_y,ref_z,ref_yaw,meas_x,meas_y,meas_z,roll,pitch,yaw,w1,w2,w3,w4
5.793,0.963147999999945,0,1,0,0.975754315426924,-0.000934993883770916,1.00183456833843,-0.00130847144592048,0.105689993933904,0.0138037290416205,0,0,0,0
5.794,0.963203999999945,0,1,0,0.975674613887507,-0.000931859080740182,1.00183373098192,-0.00123627697987999,0.106761611517001,0.0138082884157925,0,0,0,0
5.795,0.963259999999945,0,1,0,0.975596500594795,-0.000928707977744284,1.00183288794934,-0.0011624680855295,0.1078137744721,0.0138129933699902,0,0,0,0
5.796,0.963315999999945,0,1,0,0.975518613589036,-0.000925554552395418,1.00183204410805,-0.00108842917397725,0.108863165610661,0.0138177190658398,0,0,0,0
5.797,0.963371999999945,0,1,0,0.975442123164068,-0.000922383530795748,1.00183120827211,-0.00101328423053912,0.109891627161975,0.0138225693241431,0,0,0,0
5.798,0.963427999999945,0,1,0,0.975366019809384,-0.000919207632295406,1.0018303746549,-0.000937832744093206,0.110914287959527,0.0138274541056365,0,0,0,0
5.799,0.963483999999945,0,1,0,0.975291130782452,-0.000916015912032446,1.00182956070517,-0.000861567487615973,0.111915624394949,0.0138324412302671,0,0,0,0
5.8,0.963539999999945,0,1,0,0.97521678557036,-0.000912817106277736,1.00182875556316,-0.000784937798870046,0.112907411098416,0.0138374741874305,0,0,0,0
5.801,0.963609999999945,0,1,0,0.975143481791336,-0.000909606279809577,1.00182797881575,-0.000707629389810939,0.113878550846175,0.0138425878595941,0,0,0,0
5.802,0.963679999999945,0,1,0,0.975070876983228,-0.00090638738548826,1.00182722112574,-0.000629865449069283,0.114835833129684,0.0138477557046463,0,0,0,0
5.803,0.963749999999945,0,1,0,0.974999266860875,-0.000903160898309109,1.00182650261894,-0.000551354354119423,0.115771394257724,0.0138529918766392,0,0,0,0
5.804,0.963819999999945,0,1,0,0.974928627509468,-0.000899927000823998,1.0018258223533,-0.000472114068474844,0.116685756462878,0.0138582947328171,0,0,0,0
5.805,0.963889999999945,0,1,0,0.97485798815806,-0.000896693103338891,1.00182514208766,-0.000392873782830334,0.117600118668031,0.013863597588995,0,0,0,0
5.806,0.963959999999945,0,1,0,0.974789223091222,-0.00089345547218905,1.00182455680141,-0.000311863335498635,0.118470976365488,0.0138690118044465,0,0,0,0
5.807,0.964029999999945,0,1,0,0.974720787900847,-0.000890217183909476,1.00182398823165,-0.000230541337462855,0.119334177214362,0.0138744456192716,0,0,0,0
5.808,0.964099999999945,0,1,0,0.974652785995534,-0.000886981273640805,1.00182344595279,-0.000148688861020288,0.120186960457268,0.013879901132231,0,0,0,0
5.809,0.964169999999945,0,1,0,0.974586577408243,-0.000883755205691112,1.00182301248894,-6.46407942651872e-05,0.120996626403701,0.0138854464513219,0,0,0,0
5.81,0.964239999999945,0,1,0,0.974520368820952,-0.000880529137741419,1.0018225790251,1.94072724899137e-05,0.121806292350134,0.0138909917704128,0,0,0,0
5.811,0.964322999999945,0,1,0,0.974455380502142,-0.000877319367691312,1.00182222763412,0.000105315947945291,0.12258644959047,0.0138965889347221,0,0,0,0
5.812,0.964405999999945,0,1,0,0.974391436493613,-0.000874123545443939,1.00182194648142,0.000192816939207582,0.123341353170998,0.0139022304683609,0,0,0,0
5.813,0.964488999999944,0,1,0,0.974327492485083,-0.00087092772319657,1.00182166532871,0.000280317930469797,0.124096256751525,0.0139078720019997,0,0,0,0
5.814,0.964571999999944,0,1,0,0.974265374825158,-0.000867768472384804,1.00182151253698,0.000371055642866411,0.124807575065628,0.0139135813970003,0,0,0,0
5.815,0.964654999999945,0,1,0,0.974203498914419,-0.000864614062442296,1.00182137673606,0.000462221791926051,0.125513124107269,0.0139192997746394,0,0,0,0
5.816,0.964737999999944,0,1,0,0.974143080238043,-0.000861497260894972,1.00182134296082,0.000556257852608212,0.126184818034248,0.0139250668716227,0,0,0,0
5.817,0.964820999999944,0,1,0,0.974083072133402,-0.000858391055408547,1.00182133793103,0.000651102502920282,0.126846973376688,0.013930847695146,0,0,0,0
5.818,0.964903999999944,0,1,0,0.974024354906107,-0.000855323397262248,1.00182142012128,0.000748635831547998,0.12748009302204,0.0139366683427597,0,0,0,0
5.819,0.964986999999944,0,1,0,0.973966252817925,-0.000852274108000229,1.00182154387432,0.000847450390493502,0.128099376346701,0.0139425079676649,0,0,0,0
5.82,0.965069999999944,0,1,0,0.973909267992774,-0.000849261530749788,1.0018217384375,0.000948650866986112,0.128694449086274,0.0139483794655849,0,0,0,0
5.821,0.965164999999944,0,1,0,0.973853111189939,-0.000846276161385137,1.00182198547926,0.00105161958687697,0.129271578956318,0.0139542745851291,0,0,0,0
5.822,0.965259999999944,0,1,0,0.973797889933194,-0.000843323364936719,1.00182228661171,0.00115657915383278,0.129829236391999,0.013960194090477,0,0,0,0
5.823,0.965354999999944,0,1,0,0.973743717643279,-0.000840407090375508,1.00182264839255,0.0012637709277985,0.13036506065664,0.0139661409380365,0,0,0,0
5.824,0.965449999999944,0,1,0,0.97369029075242,-0.00083751751438336,1.00182304838361,0.00137250169116106,0.130886002066438,0.0139721050241838,0,0,0,0
5.825,0.965544999999944,0,1,0,0.973638141238423,-0.000834673691245454,1.00182351385484,0.00148386979277975,0.131381438997446,0.013978098651787,0,0,0,0
5.826,0.965639999999944,0,1,0,0.973586641402224,-0.000831853162362222,1.00182400697968,0.00159648616762855,0.131864518504114,0.0139841045238326,0,0,0,0
5.827,0.965734999999944,0,1,0,0.973536938125178,-0.000829097049265645,1.00182457657529,0.00171255440231151,0.132313425927535,0.0139901442555316,0,0,0,0
5.828,0.965829999999944,0,1,0,0.973487234848133,-0.000826340936169065,1.00182514617091,0.00182862263699457,0.132762333350957,0.0139961839872307,0,0,0,0
5.829,0.965924999999944,0,1,0,0.973438646925515,-0.000823623811135226,1.00182575348816,0.00194661137543672,0.133190971642535,0.0140022380048436,0,0,0,0
5.83,0.966019999999944,0,1,0,0.973391824101894,-0.000820968386480067,1.00182642050161,0.00206763939823643,0.133587533113093,0.0140083146305636,0,0,0,0
5.831,0.966125999999944,0,1,0,0.973345001278273,-0.000818312961824908,1.00182708751507,0.00218866742103614,0.13398409458365,0.0140143912562835,0,0,0,0
5.832,0.966231999999944,0,1,0,0.97329967189023,-0.000815706915522315,1.00182779002025,0.00231184521209544,0.134354763661001,0.0140204748024122,0,0,0,0
5.833,0.966337999999944,0,1,0,0.973255784005606,-0.000813148530508309,1.00182852678297,0.00243709801619415,0.134700440717338,0.0140265650283019,0,0,0,0
5.834,0.966443999999944,0,1,0,0.973211896120982,-0.000810590145494304,1.0018292635457,0.00256235082029287,0.135046117773676,0.0140326552541916,0,0,0,0
5.835,0.966549999999944,0,1,0,0.973169684754135,-0.000808083285456277,1.00183002600349,0.00268952660146993,0.135363731224268,0.014038738404826,0,0,0,0
5.836,0.966655999999944,0,1,0,0.973128455984622,-0.000805606623907479,1.00183080352102,0.0028178294283467,0.13566489675849,0.0140448174086942,0,0,0,0
5.837,0.966761999999944,0,1,0,0.97308809209706,-0.000803154082533019,1.00183158758721,0.00294684207431512,0.135951960735641,0.014050884646133,0,0,0,0
5.838,0.966867999999944,0,1,0,0.973049231160187,-0.000800743456049478,1.00183238303337,0.00307708821011627,0.136214519698103,0.0140569314364306,0,0,0,0
5.839,0.966973999999944,0,1,0,0.973010608750624,-0.000798338797525464,1.00183317888683,0.00320745555906036,0.136473244272895,0.0140629727792038,0,0,0,0
5.84,0.967079999999944,0,1,0,0.972974131974117,-0.000795987822796674,1.0018339784041,0.00333891326083153,0.136697477246072,0.0140689651196702,0,0,0,0
5.841,0.967195999999944,0,1,0,0.97293765519761,-0.000793636848067882,1.00183477792136,0.00347037096260281,0.136921710219248,0.0140749574601366,0,0,0,0
5.842,0.967311999999944,0,1,0,0.972903177587379,-0.000791329669723249,1.00183557102489,0.00360218400092477,0.137113985354488,0.0140808848693122,0,0,0,0
5.843,0.967427999999944,0,1,0,0.9728690955089,-0.000789031156421009,1.00183636285947,0.00373406734199726,0.137299937684187,0.0140867994319389,0,0,0,0
5.844,0.967543999999944,0,1,0,0.972836380192164,-0.000786758077545884,1.00183714499488,0.00386572202599687,0.137463975221014,0.0140926561670565,0,0,0,0
5.845,0.967659999999944,0,1,0,0.972804697567191,-0.000784504216302145,1.00183791980184,0.00399720394230155,0.137611454476057,0.0140984692091219,0,0,0,0
5.846,0.967775999999944,0,1,0,0.972773745069642,-0.00078226144549163,1.00183868737022,0.00412830382163079,0.137747094302081,0.0141042442065289,0,0,0,0
5.847,0.967891999999944,0,1,0,0.972744461044786,-0.000780044018318928,1.00183943839713,0.00425853067764859,0.13785567889998,0.0141099322650376,0,0,0,0
5.848,0.968007999999944,0,1,0,0.972715270759188,-0.000777827690107846,1.00184018833122,0.00438867451932308,0.137962714853734,0.0141156145452164,0,0,0,0
5.849,0.968123999999944,0,1,0,0.972688379210345,-0.000775638311367945,1.00184091146636,0.00451678262779903,0.138031773920891,0.0141211551253272,0,0,0,0
5.85,0.968239999999944,0,1,0,0.972661487661502,-0.000773448932628044,1.00184163460151,0.00464489073627498,0.138100832988049,0.014126695705438,0,0,0,0
5.851,0.968364999999944,0,1,0,0.972636659498424,-0.00077127588438897,1.00184233228144,0.0047703348286631,0.138134821231729,0.014132089045354,0,0,0,0
5.852,0.968489999999944,0,1,0,0.972612433945276,-0.000769107605457756,1.0018430225272,0.0048950008975841,0.138158567073418,0.0141374393839054,0,0,0,0
5.853,0.968614999999943,0,1,0,0.972588208392128,-0.000766939326526543,1.00184371277296,0.00501966696650499,0.138182312915107,0.0141427897224569,0,0,0,0
5.854,0.968739999999944,0,1,0,0.972566807624355,-0.00076478329638135,1.00184436942235,0.00513957134424821,0.138156432839419,0.0141479122195033,0,0,0,0
5.855,0.968864999999944,0,1,0,0.972545512893566,-0.00076262772603191,1.00184502481059,0.00525929697730738,0.138128689902702,0.01415302616382,0,0,0,0
5.856,0.968989999999943,0,1,0,0.972524664382145,-0.000760472529840233,1.00184567550545,0.00537808746465605,0.138092809771908,0.0141581004239223,0,0,0,0
5.857,0.969114999999944,0,1,0,0.972506273294097,-0.000758319394213581,1.00184630035281,0.00549172790902676,0.138012116411743,0.0141629561347575,0,0,0,0
5.858,0.969239999999944,0,1,0,0.972487882206049,-0.000756166258586928,1.00184692520018,0.00560536835339747,0.137931423051578,0.0141678118455927,0,0,0,0
5.859,0.969364999999943,0,1,0,0.972470479163326,-0.000754011293853652,1.00184754154134,0.00571658392789009,0.13783210846501,0.0141725739679452,0,0,0,0
5.86,0.969489999999943,0,1,0,0.972454964218231,-0.000751852833803103,1.00184814162761,0.00582316571589811,0.137697209788746,0.0141771572481051,0,0,0,0
5.861,0.969622999999943,0,1,0,0.972439449273136,-0.000749694373752557,1.00184874171389,0.00592974750390603,0.137562311112482,0.0141817405282649,0,0,0,0
5.862,0.969755999999943,0,1,0,0.972425455606465,-0.000747530779013461,1.00184933153756,0.00603216924377439,0.137398066889602,0.0141861755888399,0,0,0,0
5.863,0.969888999999943,0,1,0,0.972412792771296,-0.000745362692390983,1.00184991238341,0.00613095172666819,0.137208150851972,0.0141904809852524,0,0,0,0
5.864,0.970021999999943,0,1,0,0.972400129936126,-0.000743194605768508,1.00185049322925,0.00622973420956191,0.137018234814342,0.014194786381665,0,0,0,0
5.865,0.970154999999943,0,1,0,0.972389517671342,-0.000741019563683072,1.00185106274339,0.00632254870925315,0.136788426431732,0.0141988935461442,0,0,0,0
5.866,0.970287999999943,0,1,0,0.972379690081445,-0.00073884186000789,1.00185162792133,0.00641307948994686,0.136543352773903,0.0142029248548416,0,0,0,0
5.867,0.970420999999943,0,1,0,0.972369862491548,-0.000736664156332711,1.00185219309927,0.00650361027064048,0.136298279116075,0.014206956163539,0,0,0,0
5.868,0.970553999999943,0,1,0,0.972362617976468,-0.0007344821460801,1.00185274414751,0.00658649131904355,0.136003513166725,0.0142107489138757,0,0,0,0
5.869,0.970686999999943,0,1,0,0.972355619298551,-0.000732299725960624,1.00185329385099,0.00666864432485034,0.13570401788783,0.0142145189600651,0,0,0,0
5.87,0.970819999999943,0,1,0,0.972348912544067,-0.000730117836448256,1.0018538415394,0.00674995614434857,0.135399100013943,0.0142182642422702,0,0,0,0
5.871,0.970959999999943,0,1,0,0.97234474934085,-0.000727940570156376,1.0018543716703,0.00682393864295932,0.135046934653581,0.0142217937539785,0,0,0,0
5.872,0.971099999999943,0,1,0,0.972340586137633,-0.000725763303864499,1.0018549018012,0.00689792114157001,0.134694769293218,0.0142253232656867,0,0,0,0
5.873,0.971239999999943,0,1,0,0.972337259112403,-0.000723591705854678,1.00185542368204,0.00696965874739144,0.134328003008666,0.0142287901210159,0,0,0,0
5.874,0.971379999999943,0,1,0,0.97233595161426,-0.000721433797811986,1.00185592563745,0.00703597451496021,0.1339259727464,0.014232105649407,0,0,0,0
5.875,0.971519999999943,0,1,0,0.972334644116117,-0.000719275889769296,1.00185642759285,0.00710229028252891,0.133523942484134,0.014235421177798,0,0,0,0
5.876,0.971659999999943,0,1,0,0.972334730781221,-0.000717135567476628,1.00185690987778,0.0071652497397641,0.133099667391498,0.0142386476746035,0,0,0,0
5.877,0.971799999999943,0,1,0,0.972336311751026,-0.000715014094102105,1.00185737107934,0.00722461180600614,0.132651549642949,0.0142417787447672,0,0,0,0
5.878,0.971939999999943,0,1,0,0.97233789272083,-0.00071289262072758,1.0018578322809,0.00728397387224822,0.1322034318944,0.0142449098149309,0,0,0,0
5.879,0.972079999999943,0,1,0,0.972341444733178,-0.000710807577027363,1.00185825571942,0.00733919028576795,0.131727383480462,0.014247936548918,0,0,0,0
5.88,0.972219999999943,0,1,0,0.972345956529939,-0.000708740272484384,1.00185866076951,0.00739238800472357,0.131237734438065,0.0142509124771848,0,0,0,0
5.881,0.972365999999943,0,1,0,0.9723504683267,-0.000706672967941404,1.0018590658196,0.00744558572367924,0.130748085395669,0.0142538884054516,0,0,0,0
5.882,0.972511999999943,0,1,0,0.972357548753488,-0.000704665937180003,1.00185940806314,0.00749407561586516,0.130226985270375,0.0142567531247931,0,0,0,0
5.883,0.972657999999943,0,1,0,0.972365039098134,-0.00070266852528124,1.00185974028362,0.00754181420395448,0.129700865986864,0.0142596000967269,0,0,0,0
5.884,0.972803999999943,0,1,0,0.972372687540423,-0.000700675342175461,1.00186006784681,0.0075892917711969,0.129173116324195,0.0142624414277268,0,0,0,0
5.885,0.972949999999943,0,1,0,0.972383204704668,-0.000698758891593846,1.00186031090211,0.00763203304879019,0.128615783017086,0.0142651804025471,0,0,0,0
5.886,0.973095999999943,0,1,0,0.972393721868912,-0.000696842441012228,1.00186055395741,0.00767477432638351,0.128058449709976,0.0142679193773675,0,0,0,0
5.887,0.973241999999943,0,1,0,0.972404982472982,-0.000694946638240768,1.00186077190437,0.00771632821993062,0.127494806354585,0.0142706357922314,0,0,0,0
5.888,0.973387999999943,0,1,0,0.972418570586919,-0.000693115478202043,1.0018609112439,0.00775416473381519,0.126911407937447,0.0142732815779478,0,0,0,0
5.889,0.973533999999943,0,1,0,0.972432158700856,-0.000691284318163316,1.00186105058342,0.00779200124769979,0.126328009520309,0.0142759273636642,0,0,0,0
5.89,0.973679999999943,0,1,0,0.972447058756704,-0.000689487812502951,1.00186114125668,0.00782762880555005,0.125735580553114,0.0142785375585326,0,0,0,0
5.891,0.973830999999943,0,1,0,0.972463684169919,-0.000687736881411518,1.0018611679281,0.00786035132733224,0.125131275354243,0.0142811009472646,0,0,0,0
5.892,0.973981999999943,0,1,0,0.972480309583135,-0.000685985950320084,1.00186119459952,0.00789307384911443,0.124526970155371,0.0142836643359967,0,0,0,0
5.893,0.974132999999943,0,1,0,0.972499168761788,-0.000684286002611451,1.00186113331327,0.00792153978887302,0.123910357487246,0.0142861706006715,0,0,0,0
5.894,0.974283999999943,0,1,0,0.972518785891569,-0.000682603354352356,1.00186104218163,0.00794856140458158,0.123289568704638,0.014288657482271,0,0,0,0
5.895,0.974434999999943,0,1,0,0.972538587238993,-0.000680923939098928,1.00186094357368,0.00797517176022549,0.12266796523061,0.0142911397415849,0,0,0,0
5.896,0.974585999999943,0,1,0,0.972561206778291,-0.000679293982899168,1.00186073059187,0.00799549059160111,0.122033898472926,0.0142935512884117,0,0,0,0
5.897,0.974736999999943,0,1,0,0.972583826317589,-0.000677664026699407,1.00186051761005,0.00801580942297675,0.121399831715241,0.0142959628352385,0,0,0,0
5.898,0.974887999999942,0,1,0,0.972607574036884,-0.000676046676720529,1.00186025860423,0.00803315934584378,0.120761705282528,0.0142983460375886,0,0,0,0
5.899,0.975038999999942,0,1,0,0.972633193551334,-0.000674450242077168,1.00185992323868,0.00804558346912619,0.120116843328826,0.0143006822128207,0,0,0,0
5.9,0.975189999999942,0,1,0,0.972658813065784,-0.000672853807433807,1.00185958787313,0.0080580075924086,0.119471981375125,0.0143030183880528,0,0,0,0
5.901,0.975344999999942,0,1,0,0.972686493881594,-0.000671266514194615,1.001859169982,0.00806412472673434,0.118820856685235,0.01430530259122,0,0,0,0
5.902,0.975499999999942,0,1,0,0.972715097460891,-0.000669683313202263,1.00185871514741,0.00806741847034512,0.118166928414853,0.0143075635285394,0,0,0,0
5.903,0.975654999999942,0,1,0,0.972743717223363,-0.000668100081954883,1.00185825969248,0.00807065607307722,0.117512955964367,0.0143098240619221,0,0,0,0
5.904,0.975809999999942,0,1,0,0.972775276018625,-0.000666511356079593,1.00185769157672,0.00806369790839178,0.116850959947737,0.0143120112361982,0,0,0,0
5.905,0.975964999999942,0,1,0,0.972806834813888,-0.000664922630204302,1.00185712346097,0.00805673974370634,0.116188963931107,0.0143141984104744,0,0,0,0
5.906,0.976119999999942,0,1,0,0.972839326906779,-0.000663327429480457,1.00185652201557,0.00804622510225504,0.115524496451956,0.0143163631742294,0,0,0,0
5.907,0.976274999999942,0,1,0,0.972873800593347,-0.000661718481246111,1.0018558498041,0.00802815928778834,0.114854781520812,0.0143184803555781,0,0,0,0
5.908,0.976429999999942,0,1,0,0.972908274279914,-0.000660109533011764,1.00185517759263,0.00801009347332164,0.114185066589667,0.0143205975369269,0,0,0,0
5.909,0.976584999999942,0,1,0,0.972944567191615,-0.000658482345528335,1.00185444678251,0.00798468241850784,0.113510345145018,0.0143226746094668,0,0,0,0
5.91,0.976739999999942,0,1,0,0.972981906299792,-0.000656844669052756,1.00185368227359,0.00795504727705713,0.112832744564248,0.0143247286163103,0,0,0,0
5.911,0.976897999999942,0,1,0,0.973019245407969,-0.000655206992577178,1.00185291776467,0.00792541213560642,0.112155143983477,0.0143267826231538,0,0,0,0
5.912,0.977055999999942,0,1,0,0.973059252693889,-0.000653541274881112,1.00185207881854,0.00788481374030523,0.111469574271388,0.0143287865067286,0,0,0,0
5.913,0.977213999999942,0,1,0,0.973099401606076,-0.000651874068763446,1.00185123592129,0.00784363341798575,0.110783581559623,0.0143307877297717,0,0,0,0
5.914,0.977371999999942,0,1,0,0.97314027770803,-0.000650201082573164,1.00185037637885,0.00779954878943563,0.110095199174786,0.0143327787450866,0,0,0,0
5.915,0.977529999999942,0,1,0,0.97318317797754,-0.00064851200727383,1.0018494705037,0.00774737988534769,0.109400165020464,0.0143347413467013,0,0,0,0
5.916,0.977687999999942,0,1,0,0.97322607824705,-0.000646822931974497,1.00184856462855,0.00769521098125976,0.108705130866143,0.014336703948316,0,0,0,0
5.917,0.977845999999942,0,1,0,0.973270537955067,-0.00064513046956935,1.00184763168602,0.00763730719845031,0.108004514241512,0.0143386544306589,0,0,0,0
5.918,0.978003999999942,0,1,0,0.973316131514846,-0.00064343554443426,1.00184667906308,0.00757523364406881,0.107299838659905,0.0143405961012036,0,0,0,0
5.919,0.978161999999942,0,1,0,0.973361725074626,-0.00064174061929917,1.00184572644014,0.00751316008968732,0.106595163078297,0.0143425377717483,0,0,0,0
5.92,0.978319999999942,0,1,0,0.973409676506204,-0.000640061331746867,1.00184474665333,0.00744361994832432,0.105881523497598,0.0143444790256566,0,0,0,0
5.921,0.978479999999942,0,1,0,0.973457908346899,-0.000638383903888882,1.00184376363606,0.0073731918455937,0.105166817876296,0.0143464202300166,0,0,0,0
5.922,0.978639999999942,0,1,0,0.973506679619871,-0.000636716108593901,1.0018427775834,0.00730141831027306,0.104450008506327,0.0143483659289191,0,0,0,0
5.923,0.978799999999942,0,1,0,0.973557499637338,-0.000635084897428701,1.00184178000242,0.00722453487009381,0.10372520917416,0.014350328697933,0,0,0,0
5.924,0.978959999999942,0,1,0,0.973608319654805,-0.000633453686263502,1.00184078242144,0.00714765142991455,0.103000409841994,0.014352291466947,0,0,0,0
5.925,0.979119999999942,0,1,0,0.973660470455336,-0.00063186304066511,1.00183978494614,0.00706848034675262,0.102270497448478,0.0143542770970022,0,0,0,0
5.926,0.979279999999942,0,1,0,0.973713834367318,-0.000630309373711053,1.00183878756718,0.00698722390048867,0.101535924104997,0.0143562835666605,0,0,0,0
5.927,0.979439999999942,0,1,0,0.973767198279299,-0.000628755706756996,1.00183779018822,0.00690596745422471,0.100801350761517,0.0143582900363188,0,0,0,0
5.928,0.979599999999942,0,1,0,0.973822661412552,-0.000627292663071305,1.00183680411632,0.00682277814592921,0.100059185100783,0.0143603505796911,0,0,0,0
5.929,0.979759999999942,0,1,0,0.973878530855917,-0.000625847159771136,1.00183582023295,0.00673921472681409,0.0993155499259375,0.0143624215891811,0,0,0,0
5.93,0.979919999999942,0,1,0,0.973934777476168,-0.000624422188570329,1.00183484017043,0.00665558015928425,0.0985706970274067,0.0143645052689835,0,0,0,0
5.931,0.980080999999942,0,1,0,0.973993119541486,-0.000623111285564068,1.00183388133509,0.00657155031940166,0.0978190789394082,0.0143666593400126,0,0,0,0
5.932,0.980241999999942,0,1,0,0.974051461606804,-0.000621800382557807,1.00183292249975,0.00648752047951907,0.0970674608514098,0.0143688134110417,0,0,0,0
5.933,0.980402999999942,0,1,0,0.974110945822494,-0.000620561296569818,1.00183197988408,0.00640393851802052,0.096312767491037,0.0143710136680164,0,0,0,0
5.934,0.980563999999942,0,1,0,0.974171732308998,-0.000619404095777663,1.00183105576193,0.00632086722391055,0.095554567729441,0.0143732665858407,0,0,0,0
5.935,0.980724999999942,0,1,0,0.974232518795503,-0.000618246894985507,1.00183013163978,0.00623779592980057,0.094796367967845,0.0143755195036651,0,0,0,0
5.936,0.980885999999942,0,1,0,0.974295197686734,-0.000617217249905047,1.00182924070748,0.00615615231844295,0.0940343286745485,0.0143778600914886,0,0,0,0
5.937,0.981046999999941,0,1,0,0.974358404269585,-0.000616223173368272,1.00182835903008,0.00607490681231843,0.0932712187388691,0.0143802251258395,0,0,0,0
5.938,0.981207999999941,0,1,0,0.974421842719152,-0.00061524472831627,1.00182748201909,0.00599386082703529,0.0925078163282604,0.0143826021049169,0,0,0,0
5.939,0.981368999999942,0,1,0,0.974487448068664,-0.000614412366600124,1.00182664861794,0.00591467945477499,0.091741680606386,0.0143850907128984,0,0,0,0
5.94,0.981529999999942,0,1,0,0.974553053418176,-0.000613580004883977,1.00182581521678,0.00583549808251469,0.0909755448845116,0.0143875793208798,0,0,0,0
5.941,0.981690999999941,0,1,0,0.974619637579997,-0.00061280923291743,1.00182500333314,0.00575701004583666,0.0902089993189004,0.0143901230948305,0,0,0,0
5.942,0.981851999999942,0,1,0,0.974687622341455,-0.000612126590799593,1.00182422223927,0.00567951411515614,0.0894418673007243,0.0143927458067304,0,0,0,0
5.943,0.982012999999941,0,1,0,0.974755607102912,-0.000611443948681757,1.00182344114541,0.00560201818447561,0.0886747352825482,0.0143953685186303,0,0,0,0
5.944,0.982173999999941,0,1,0,0.974825305934033,-0.000610854792557569,1.00182269976275,0.0055250907917227,0.0879083966173118,0.0143980961011398,0,0,0,0
5.945,0.982334999999941,0,1,0,0.974895651432913,-0.000610300905932214,1.00182197336195,0.0054483778915048,0.0871423572606607,0.0144008632482269,0,0,0,0
5.946,0.982495999999941,0,1,0,0.974966092402714,-0.000609751161045771,1.00182124922987,0.00537164529351201,0.0863764457118658,0.0144036367105895,0,0,0,0
5.947,0.982656999999941,0,1,0,0.97503877900305,-0.000609298836559466,1.0018205784617,0.00529444937198271,0.0856135404106155,0.0144065587184495,0,0,0,0
5.948,0.982817999999941,0,1,0,0.975111465603386,-0.000608846512073162,1.00181990769354,0.0052172534504534,0.0848506351093652,0.0144094807263094,0,0,0,0
5.949,0.982978999999941,0,1,0,0.975184976428484,-0.000608419637058005,1.0018192566028,0.00513937848679093,0.0840895086783206,0.0144124614272688,0,0,0,0
5.95,0.983139999999941,0,1,0,0.975259981608956,-0.000608038903041794,1.00181864118809,0.00506027239018371,0.0833316074163873,0.0144155485413724,0,0,0,0
5.951,0.983299999999941,0,1,0,0.975334986789427,-0.000607658169025584,1.00181802577337,0.00498116629357648,0.082573706154454,0.0144186356554759,0,0,0,0
5.952,0.983459999999941,0,1,0,0.975411527501383,-0.000607305931434988,1.0018174466127,0.00489986065422961,0.0818202114370825,0.0144218396299114,0,0,0,0
5.953,0.983619999999941,0,1,0,0.975488823858634,-0.000606967717125679,1.00181688529287,0.00481747260521639,0.0810688852097069,0.0144251011120964,0,0,0,0
5.954,0.983779999999941,0,1,0,0.975566120215885,-0.00060662950281637,1.00181632397304,0.00473508455620324,0.0803175589823319,0.0144283625942814,0,0,0,0
5.955,0.983939999999941,0,1,0,0.975645639607513,-0.000606308815111827,1.00181581396337,0.00464836761007035,0.0795738497135881,0.014431802834822,0,0,0,0
5.956,0.984099999999941,0,1,0,0.975725193081877,-0.000605988396118663,1.00181530474037,0.00456158429489852,0.0788302572252181,0.0144352458160191,0,0,0,0
5.957,0.984259999999941,0,1,0,0.975805410223974,-0.000605668053338834,1.00181481037745,0.00447327817483632,0.078089180907055,0.0144387443065591,0,0,0,0
5.958,0.984419999999941,0,1,0,0.975887178830408,-0.000605347888723867,1.00181435075315,0.00438141217478653,0.0773539866713683,0.0144423725619824,0,0,0,0
5.959,0.984579999999941,0,1,0,0.975968947436842,-0.000605027724108901,1.00181389112885,0.00428954617473675,0.0766187924356816,0.0144460008174056,0,0,0,0
5.96,0.984739999999941,0,1,0,0.976052045806472,-0.000604702563441494,1.00181346028465,0.00419446858641065,0.0758888375803029,0.0144497425110249,0,0,0,0
5.961,0.984897999999941,0,1,0,0.976135979047867,-0.000604374266077921,1.00181304750959,0.00409737465082723,0.0751621721908212,0.0144535554251045,0,0,0,0
5.962,0.985055999999941,0,1,0,0.976219912289262,-0.000604045968714348,1.00181263473453,0.0040002807152439,0.0744355068013402,0.0144573683391841,0,0,0,0
5.963,0.985213999999941,0,1,0,0.976305801807988,-0.000603711719698188,1.00181226294746,0.00389875097210497,0.0737163939154435,0.0144613475565626,0,0,0,0
5.964,0.985371999999941,0,1,0,0.976391840793665,-0.000603377015953371,1.00181189429202,0.00379688231657471,0.0729978580692443,0.014465339480139,0,0,0,0
5.965,0.985529999999941,0,1,0,0.976478376776982,-0.000603043613034591,1.00181153580193,0.00369410463785103,0.0722810871332019,0.0144693723935908,0,0,0,0
5.966,0.985687999999941,0,1,0,0.976566454928679,-0.00060271424653896,1.00181120885461,0.00358850628813779,0.0715697926590488,0.0144735324973644,0,0,0,0
5.967,0.985845999999941,0,1,0,0.976654533080376,-0.00060238488004333,1.00181088190729,0.00348290793842454,0.0708584981848958,0.0144776926011379,0,0,0,0
5.968,0.986003999999941,0,1,0,0.976743709111242,-0.000602070024571905,1.00181057725503,0.00337610317328545,0.0701505158776444,0.0144819378803831,0,0,0,0
5.969,0.986161999999941,0,1,0,0.976833753264697,-0.000601766643357613,1.00181029023208,0.0032683444630206,0.0694451525898467,0.0144862505101645,0,0,0,0
5.97,0.986319999999941,0,1,0,0.976923797418152,-0.000601463262143322,1.00181000320912,0.00316058575275585,0.0687397893020497,0.014490563139946,0,0,0,0
